log2m,k,n,t,p1len,p1alm,p2len,p2alm,p3len,p3alm,tpr,fpr,fpr1,fpr3
14,4.125,1536,512,256.0,3,512,512,256.0,2,1.000,0.010,0.012,0.008
14,4.250,1536,512,256.0,3,512,512,256.0,1,1.000,0.008,0.012,0.004
14,4.375,1536,512,256.0,3,512,512,256.0,1,1.000,0.008,0.012,0.004
14,4.500,1536,512,256.0,3,512,512,256.0,1,1.000,0.008,0.012,0.004
14,4.625,1536,512,256.0,3,512,512,256.0,1,1.000,0.008,0.012,0.004
14,4.750,1536,512,256.0,3,512,512,256.0,1,1.000,0.008,0.012,0.004
14,4.875,1536,512,256.0,2,512,512,256.0,1,1.000,0.006,0.008,0.004
14,5.000,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.125,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.250,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.375,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.500,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.625,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.750,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,5.875,1536,512,256.0,1,512,512,256.0,1,1.000,0.004,0.004,0.004
14,6.000,1536,512,256.0,0,512,512,256.0,1,1.000,0.002,0.000,0.004
14,6.125,1536,512,256.0,0,512,512,256.0,1,1.000,0.002,0.000,0.004
14,6.250,1536,512,256.0,0,512,512,256.0,1,1.000,0.002,0.000,0.004
14,6.375,1536,512,256.0,0,512,512,256.0,1,1.000,0.002,0.000,0.004
14,6.500,1536,512,256.0,0,512,512,256.0,1,1.000,0.002,0.000,0.004
14,6.625,1536,512,256.0,0,512,512,256.0,1,1.000,0.002,0.000,0.004
14,6.750,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,6.875,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.000,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.125,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.250,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.375,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.500,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.625,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.750,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,7.875,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
14,8.000,1536,512,256.0,0,512,512,256.0,0,1.000,0.000,0.000,0.000
