src,dst,attack
161.182.195.19,184.103.195.98,0
198.88.219.48,198.88.218.136,0
221.211.118.233,221.46.221.136,0
76.82.30.50,1.127.84.179,0
161.69.48.219,161.69.45.5,0
109.147.8.90,1.38.227.188,0
153.193.47.190,102.29.125.33,0
179.201.14.6,130.77.108.224,0
198.88.219.20,198.88.218.136,0
118.38.244.47,1.102.36.89,0
108.5.96.69,1.96.167.202,0
73.167.234.47,74.238.197.102,0
161.69.48.219,161.69.45.5,0
87.225.55.245,0.0.0.0,0
137.11.186.131,43.8.179.243,0
5.231.18.218,128.46.240.71,0
198.16.212.6,43.206.165.75,0
153.193.47.190,102.29.125.33,0
108.5.96.69,1.96.167.202,0
108.5.96.69,1.96.167.202,0
198.88.219.20,198.88.218.136,0
161.69.48.219,161.69.45.5,0
66.236.76.92,65.232.156.150,0
199.154.47.118,216.241.76.98,0
179.201.14.6,130.77.108.224,0
5.231.18.218,128.46.240.71,0
184.21.123.130,211.106.242.60,0
199.154.47.118,216.241.76.98,0
153.193.46.219,89.87.62.89,0
183.185.219.183,3.248.0.30,0
153.193.47.190,102.29.125.33,0
153.193.47.190,102.29.125.33,0
179.201.14.6,130.77.108.224,0
161.69.48.219,161.69.45.5,0
108.5.96.69,1.96.167.202,0
153.193.46.219,89.87.62.89,0
198.88.218.136,198.88.219.113,0
214.213.83.119,35.240.203.254,0
76.82.30.50,1.127.84.179,0
210.238.91.45,153.193.47.193,0
70.51.99.144,100.81.211.39,0
210.238.91.45,153.193.47.193,0
113.157.98.85,1.108.204.191,0
68.170.144.127,147.101.60.150,0
117.94.54.229,3.250.113.80,0
220.177.226.76,67.231.121.88,0
153.193.47.190,102.29.125.33,0
36.127.75.167,107.29.215.14,0
216.192.233.22,214.84.247.246,0
43.252.225.104,43.23.96.195,0
43.252.225.104,43.23.96.195,0
216.192.233.22,214.84.247.246,0
161.69.48.219,161.69.45.5,0
69.21.117.55,140.40.52.152,0
106.84.38.146,1.12.38.67,0
69.21.117.55,140.40.52.152,0
179.201.14.6,130.77.108.224,0
220.115.6.134,67.231.126.171,0
146.2.215.129,139.184.23.200,0
210.238.91.45,153.193.47.193,0
153.193.47.190,102.29.125.33,0
114.197.159.46,153.193.46.184,0
223.251.124.225,153.193.117.94,0
198.85.16.230,107.73.101.162,0
198.85.16.230,107.73.101.162,0
179.201.14.6,130.77.108.224,0
210.238.91.45,153.193.47.193,0
64.120.63.4,43.240.166.237,0
161.69.48.219,161.69.45.5,0
198.85.16.230,107.73.101.162,0
198.85.16.230,107.73.101.162,0
210.238.91.45,153.193.47.193,0
198.85.16.230,107.73.101.162,0
210.238.91.45,153.193.47.193,0
182.198.229.246,198.92.147.121,0
198.85.16.230,107.73.101.162,0
130.66.157.97,111.205.228.153,0
198.85.16.230,107.73.101.162,0
153.193.47.190,102.29.125.33,0
120.243.112.113,1.96.149.73,0
198.85.16.230,107.73.101.162,0
210.238.91.45,153.193.47.193,0
179.201.14.6,130.77.108.224,0
122.11.77.197,66.131.64.249,0
198.85.16.230,107.73.101.162,0
158.85.19.225,153.193.47.81,0
198.85.16.230,107.73.101.162,0
67.231.118.179,220.27.151.110,0
161.69.48.219,161.69.45.5,0
210.238.91.45,153.193.47.193,0
29.160.229.247,1.64.30.154,0
210.238.91.45,153.193.47.193,0
210.238.91.45,153.193.47.193,0
153.193.47.190,102.29.125.33,0
43.43.40.92,139.229.162.179,0
210.238.91.45,153.193.47.193,0
199.154.47.118,216.241.76.98,0
29.155.213.238,111.205.228.200,0
29.160.229.247,1.64.30.154,0
43.43.40.92,139.229.162.179,0
182.198.229.216,216.40.216.162,0
28.97.19.75,1.96.167.54,0
139.146.145.48,35.240.203.196,0
139.146.145.48,35.240.203.196,0
139.146.145.48,35.240.203.196,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
210.238.91.45,153.193.47.193,0
146.2.214.223,6.19.195.136,0
214.83.145.177,65.42.241.23,0
29.160.229.247,1.64.30.154,0
147.202.105.34,210.128.130.202,0
18.192.196.98,154.173.184.156,0
210.238.91.45,153.193.47.193,0
153.193.47.190,102.29.125.33,0
126.148.212.178,210.239.30.27,0
66.212.220.151,1.64.66.17,0
153.193.47.190,102.29.125.33,0
43.43.40.143,101.60.159.165,0
18.192.196.98,154.173.184.156,0
126.148.212.178,210.239.30.27,0
146.2.214.223,6.19.195.136,0
126.148.212.178,210.239.30.27,0
126.148.212.178,210.239.30.27,0
210.238.91.45,153.193.47.193,0
147.202.105.34,210.128.130.202,0
179.201.14.6,130.77.108.224,0
210.238.91.45,153.193.47.193,0
111.205.25.232,140.94.44.237,0
161.69.48.219,161.69.45.5,0
114.197.159.46,153.193.46.184,0
146.2.214.223,6.19.195.136,0
208.35.176.122,43.17.146.179,0
50.158.196.96,1.102.46.208,0
210.238.91.45,153.193.47.193,0
221.46.220.53,203.163.34.194,0
210.238.91.45,153.193.47.193,0
153.193.47.190,102.29.125.33,0
210.238.91.45,153.193.47.193,0
64.154.167.132,208.163.38.87,0
107.218.142.85,43.43.40.143,0
153.193.46.81,73.0.233.31,0
102.43.170.196,104.155.133.139,0
161.69.48.219,161.69.45.5,0
210.238.91.45,153.193.47.193,0
47.127.51.227,18.223.163.194,0
102.43.170.196,104.155.133.139,0
198.88.218.136,198.88.219.48,0
210.238.91.45,153.193.47.193,0
102.43.170.196,104.155.133.139,0
210.238.91.45,153.193.47.193,0
120.164.189.126,1.96.167.79,0
210.238.91.45,153.193.47.193,0
163.189.104.246,130.47.138.248,0
221.46.220.53,203.163.34.194,0
43.139.101.12,1.38.1.47,0
43.139.101.143,1.15.174.173,0
210.238.91.45,153.193.47.193,0
65.183.113.37,14.157.61.177,0
153.193.47.190,102.29.125.33,0
29.160.229.247,1.64.30.154,0
153.193.46.80,210.29.34.98,0
153.193.46.81,73.0.233.31,0
120.164.189.126,1.96.167.79,0
146.2.215.129,214.89.189.61,0
210.238.91.45,153.193.47.193,0
161.69.48.219,161.69.45.5,0
210.238.91.45,153.193.47.193,0
210.238.91.45,153.193.47.193,0
121.184.112.244,107.31.239.44,0
73.193.98.9,35.240.203.254,0
210.238.91.45,153.193.47.193,0
179.201.14.6,130.77.108.224,0
153.193.47.190,102.29.125.33,0
210.238.91.45,153.193.47.193,0
221.46.220.53,203.163.34.194,0
210.238.91.45,153.193.47.193,0
220.27.151.118,67.231.126.184,0
76.82.30.50,1.127.84.179,0
76.82.30.50,1.127.84.179,0
153.193.46.81,73.0.233.31,0
161.69.48.219,161.69.45.5,0
199.154.47.118,216.241.76.98,0
210.238.91.45,153.193.47.193,0
65.22.111.124,43.206.241.70,0
112.108.255.205,1.96.167.230,0
210.238.91.45,153.193.47.193,0
29.160.229.247,1.64.30.154,0
29.161.174.208,137.196.61.120,0
153.193.47.190,102.29.125.33,0
119.1.231.197,107.29.208.150,0
221.46.220.53,203.163.34.194,0
210.238.91.45,153.193.47.193,0
29.160.229.247,1.64.30.154,0
153.193.46.219,89.87.62.89,0
43.60.94.84,130.93.217.70,0
104.123.153.155,210.29.60.25,0
153.193.46.81,73.0.233.31,0
210.238.91.45,153.193.47.193,0
210.238.91.45,153.193.47.193,0
158.116.153.145,3.139.30.214,0
161.69.48.219,161.69.45.5,0
5.231.18.218,207.136.84.130,0
166.139.49.21,29.188.80.81,0
210.238.91.45,153.193.47.193,0
210.238.91.45,153.193.47.193,0
210.238.91.45,153.193.47.193,0
221.46.220.53,203.163.34.194,0
210.238.91.45,153.193.47.193,0
153.193.47.190,102.29.125.33,0
65.181.240.145,5.252.33.35,0
136.46.32.241,0.0.0.0,0
153.193.46.219,89.87.62.89,0
161.69.48.219,161.69.45.5,0
220.39.244.63,67.231.126.171,0
153.193.46.81,73.0.233.31,0
61.242.111.187,198.85.16.238,0
43.253.9.93,153.193.117.253,0
111.37.250.121,1.96.145.140,0
216.121.111.217,183.141.114.143,0
5.231.18.218,207.136.84.130,0
29.160.229.247,1.64.30.154,0
103.254.192.15,0.0.0.0,0
198.88.219.48,198.88.218.136,0
157.13.170.167,111.205.228.170,0
43.139.101.142,1.15.174.173,0
15.2.29.207,153.193.12.46,0
223.251.124.225,153.193.117.94,0
29.160.229.247,1.64.30.154,0
43.224.185.36,208.163.38.13,0
153.193.47.190,102.29.125.33,0
223.251.124.225,153.193.117.94,0
179.201.14.6,130.77.108.224,0
43.139.101.118,1.147.57.36,0
221.46.220.53,203.163.34.194,0
198.80.96.123,43.252.224.58,0
116.164.215.161,1.15.28.209,0
153.193.46.81,73.0.233.31,0
65.181.240.145,5.252.33.35,0
100.126.5.22,109.242.67.63,0
65.20.99.34,89.125.104.54,0
161.69.48.219,161.69.45.5,0
157.11.180.82,130.251.212.141,0
152.2.1.20,0.0.0.0,0
157.11.180.82,130.251.212.141,0
74.12.125.231,126.168.73.65,0
199.205.40.183,147.101.51.46,0
65.141.202.118,201.197.200.133,0
61.241.173.139,67.231.121.79,0
112.111.6.253,1.96.167.106,0
221.46.220.53,203.163.34.194,0
128.59.1.109,1.96.166.184,0
153.193.47.190,102.29.125.33,0
153.193.47.190,102.29.125.33,0
153.193.46.81,73.0.233.31,0
223.251.124.225,153.193.117.94,0
99.158.44.122,1.45.33.80,0
111.37.250.121,1.96.145.140,0
29.160.229.247,1.64.30.154,0
161.69.48.219,161.69.45.5,0
29.160.224.200,1.46.252.198,0
179.201.14.6,130.77.108.224,0
5.231.39.37,205.109.52.182,0
65.20.99.34,89.125.104.54,0
64.154.161.20,68.121.5.85,0
128.29.86.96,1.96.166.164,0
221.46.220.53,203.163.34.194,0
111.37.250.121,1.96.145.140,0
136.46.32.241,0.0.0.0,0
29.160.229.247,1.64.30.154,0
179.201.14.6,130.77.108.224,0
29.160.229.247,1.64.30.154,0
153.193.46.81,73.0.233.31,0
179.201.14.6,130.77.108.224,0
161.69.48.219,161.69.45.5,0
65.20.99.34,89.125.104.54,0
99.158.44.122,1.45.33.80,0
152.2.1.20,0.0.0.0,0
136.46.32.241,0.0.0.0,0
152.2.1.20,0.0.0.0,0
136.46.254.14,0.0.0.0,0
69.12.208.248,153.193.47.74,0
67.231.118.180,220.27.151.116,0
179.201.14.6,130.77.108.224,0
136.46.254.14,0.0.0.0,0
43.224.185.37,208.163.38.12,0
136.46.254.14,0.0.0.0,0
198.104.30.123,5.252.67.245,0
106.84.39.5,1.15.174.173,0
221.46.220.53,203.163.34.194,0
153.193.46.81,73.0.233.31,0
66.90.241.55,221.217.172.127,0
65.20.99.34,89.125.104.54,0
112.107.11.113,1.96.167.230,0
66.90.241.55,221.217.172.127,0
179.201.14.6,130.77.108.224,0
161.69.48.219,161.69.45.5,0
103.254.192.15,0.0.0.0,0
66.90.241.55,221.217.172.127,0
179.201.14.6,130.77.108.224,0
66.90.241.55,221.217.172.127,0
136.46.32.241,0.0.0.0,0
67.231.121.72,220.27.151.115,0
146.21.182.46,1.108.198.118,0
66.90.241.55,221.217.172.127,0
221.46.220.53,203.163.34.194,0
1.108.124.178,1.96.193.90,0
43.139.101.116,1.37.232.241,0
69.11.19.46,65.234.244.115,0
136.46.32.241,0.0.0.0,0
123.238.85.75,3.252.250.122,0
152.2.1.20,0.0.0.0,0
179.201.14.6,130.77.108.224,0
153.193.46.81,73.0.233.31,0
152.2.1.20,0.0.0.0,0
118.38.244.47,1.102.36.89,0
136.46.32.241,0.0.0.0,0
161.69.48.219,161.69.45.5,0
102.42.180.193,104.239.129.176,0
179.201.14.6,130.77.108.224,0
73.149.224.242,111.205.25.209,0
136.46.32.241,0.0.0.0,0
73.149.224.242,111.205.25.209,0
158.10.87.86,3.253.33.212,0
69.11.19.46,65.234.244.115,0
69.11.19.46,65.234.244.115,0
220.39.244.21,67.231.126.173,0
69.11.19.46,65.234.244.115,0
67.231.114.183,220.27.151.110,0
136.46.32.241,0.0.0.0,0
198.88.218.136,198.88.219.22,0
221.46.220.53,203.163.34.194,0
153.193.46.81,73.0.233.31,0
118.38.244.47,1.102.36.89,0
65.183.113.37,14.157.61.177,0
43.139.101.113,1.34.248.21,0
161.69.48.219,161.69.45.5,0
153.193.46.81,73.0.233.31,0
163.189.104.246,117.72.111.254,0
179.201.14.6,130.77.108.224,0
221.46.220.53,203.163.34.194,0
158.10.87.86,3.253.33.212,0
214.107.119.22,198.88.219.49,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
221.46.220.53,203.163.34.194,0
103.254.192.15,0.0.0.0,0
68.18.83.147,5.252.122.84,0
109.157.121.254,1.47.35.164,0
198.88.220.252,198.88.219.48,0
146.2.215.129,187.84.223.49,0
201.248.254.159,201.62.22.242,0
220.137.10.85,66.150.222.160,0
161.69.48.219,161.69.45.5,0
209.255.135.215,69.11.19.13,0
220.151.57.218,1.124.101.189,0
49.39.40.114,43.43.40.158,0
221.112.150.193,117.81.195.181,0
121.43.127.153,43.236.140.81,0
43.252.225.104,43.23.96.195,0
221.112.150.230,13.24.35.24,0
43.139.101.143,1.2.38.184,0
221.112.150.193,117.81.195.181,0
179.201.14.6,130.77.108.224,0
221.112.150.193,117.81.195.181,0
161.69.48.219,161.69.45.5,0
221.112.150.230,13.24.35.24,0
215.248.159.183,65.42.241.23,0
221.112.150.193,117.81.195.181,0
221.112.150.193,117.81.195.181,0
221.112.150.193,117.81.195.181,0
39.114.58.22,85.175.145.47,0
65.100.202.234,201.197.216.120,0
43.252.225.104,43.23.96.195,0
179.201.14.6,130.77.108.224,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
223.251.124.225,153.193.117.94,0
221.112.150.193,144.186.241.80,0
68.170.144.127,147.101.60.150,0
70.42.44.237,65.42.255.211,0
43.252.225.104,43.23.96.195,0
112.108.255.205,1.96.167.230,0
47.127.59.193,105.34.183.165,0
90.10.108.198,111.205.228.124,0
90.10.108.198,111.205.228.124,0
66.100.241.237,1.124.32.133,0
161.69.48.219,161.69.45.5,0
207.169.13.175,1.102.64.151,0
103.254.192.15,0.0.0.0,0
179.201.14.6,130.77.108.224,0
66.173.142.253,1.32.131.44,0
99.158.46.166,1.144.33.49,0
43.252.225.104,43.23.96.195,0
118.38.244.47,1.102.36.89,0
207.152.32.141,1.96.167.40,0
161.69.48.219,161.69.45.5,0
5.113.169.165,65.232.156.150,0
179.201.14.6,130.77.108.224,0
36.4.159.214,3.132.221.90,0
221.46.220.53,203.163.34.194,0
112.83.197.106,1.96.167.236,0
179.201.14.6,130.77.108.224,0
43.252.225.104,43.23.96.195,0
199.141.0.177,208.163.38.70,0
43.252.225.104,43.23.96.195,0
96.78.73.246,201.239.225.49,0
161.69.48.219,161.69.45.5,0
137.229.183.211,221.46.220.108,0
43.205.19.228,153.193.105.125,0
221.46.220.53,203.163.34.194,0
118.38.244.47,1.102.36.89,0
28.112.177.42,1.96.167.122,0
198.54.233.197,208.163.38.187,0
161.69.48.219,161.69.45.5,0
43.205.19.228,153.193.105.125,0
49.129.236.1,43.43.40.115,0
179.201.14.6,130.77.108.224,0
223.251.124.225,153.193.117.94,0
221.46.220.53,203.163.34.194,0
73.1.177.95,43.252.226.238,0
179.201.14.6,130.77.108.224,0
107.164.156.152,1.153.64.19,0
29.161.174.208,137.196.61.120,0
69.76.9.232,198.74.105.77,0
5.231.18.218,207.136.84.130,0
161.69.48.219,161.69.45.5,0
132.111.125.249,210.17.19.15,0
36.4.159.214,3.132.221.90,0
201.64.123.78,1.96.146.68,0
132.111.125.249,210.17.19.15,0
132.111.125.249,210.17.19.15,0
129.94.182.143,107.29.62.212,0
208.46.108.248,112.151.161.144,0
132.111.125.249,210.17.19.15,0
221.46.220.53,203.163.34.194,0
132.111.125.249,210.17.19.15,0
132.111.125.249,210.17.19.15,0
66.177.207.188,104.128.2.235,0
132.111.125.249,210.17.19.15,0
132.111.125.249,210.17.19.15,0
179.201.14.6,130.77.108.224,0
5.231.18.218,207.136.84.130,0
112.64.83.30,1.96.167.92,0
65.183.113.37,14.157.61.177,0
161.69.48.219,161.69.45.5,0
132.111.125.249,210.17.19.15,0
120.164.189.126,1.96.167.79,0
207.131.121.34,1.96.167.214,0
221.46.220.216,73.0.235.168,0
43.23.104.26,140.247.72.26,0
208.46.108.248,112.151.161.144,0
221.46.220.216,73.0.235.168,0
221.46.220.53,203.163.34.194,0
216.40.221.113,104.239.143.204,0
74.231.56.97,137.182.33.149,0
43.205.19.228,153.193.105.125,0
161.69.48.219,161.69.45.5,0
69.11.19.46,65.234.244.115,0
162.37.134.211,65.42.228.61,0
179.201.14.6,130.77.108.224,0
208.46.108.248,112.151.161.144,0
112.92.246.45,1.96.166.199,0
178.51.72.210,203.141.227.46,0
69.11.19.46,65.234.244.115,0
106.84.38.212,1.2.38.184,0
73.0.128.127,153.193.47.44,0
221.46.220.53,203.163.34.194,0
179.201.14.6,130.77.108.224,0
116.164.216.248,1.107.96.162,0
43.140.120.203,216.148.183.19,0
161.69.48.219,161.69.45.5,0
116.164.216.248,1.107.96.162,0
91.176.156.89,73.6.240.75,0
111.43.129.218,43.206.166.122,0
221.46.220.53,203.163.34.194,0
208.46.108.248,112.151.161.144,0
179.201.14.6,130.77.108.224,0
43.140.120.203,216.148.183.19,0
43.224.99.215,157.59.25.16,0
216.192.233.25,117.67.144.247,0
161.69.48.219,161.69.45.5,0
111.205.228.238,157.52.109.129,0
43.139.101.96,1.81.56.123,0
210.19.253.13,153.193.113.58,0
67.231.121.77,220.27.151.111,0
43.166.45.125,83.239.231.118,0
91.176.156.89,73.6.240.75,0
112.83.104.165,1.96.167.236,0
153.193.46.81,73.0.233.31,0
170.109.251.19,86.240.167.30,0
112.83.104.165,1.96.167.236,0
221.46.220.53,203.163.34.194,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
43.140.120.203,216.148.183.19,0
91.176.156.89,73.6.240.75,0
65.142.255.93,111.205.25.249,0
221.46.220.53,203.163.34.194,0
153.193.46.81,73.0.233.31,0
128.45.115.155,1.96.167.79,0
153.193.46.81,73.0.233.31,0
140.78.238.101,35.240.203.240,0
65.98.119.194,3.139.111.99,0
161.207.158.234,0.0.0.0,0
161.69.48.219,161.69.45.5,0
43.140.120.203,216.148.183.19,0
179.201.14.6,130.77.108.224,0
128.17.225.166,1.96.166.199,0
91.176.156.89,73.6.240.75,0
43.139.101.154,1.154.63.204,0
221.46.220.53,203.163.34.194,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
112.83.104.165,1.96.167.236,0
210.19.253.13,153.193.113.58,0
210.19.253.13,153.193.113.58,0
112.64.83.30,1.96.167.92,0
201.199.186.182,43.250.180.231,0
69.26.86.149,29.190.92.231,0
91.176.156.89,73.6.240.75,0
201.203.182.69,5.228.176.168,0
210.29.63.175,69.131.255.170,0
43.140.120.203,216.148.183.19,0
3.218.216.93,107.188.253.65,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
71.30.147.240,43.147.207.136,0
5.252.72.15,153.193.190.101,0
5.252.72.15,153.193.190.101,0
15.93.93.120,117.89.8.23,0
91.176.156.89,73.6.240.75,0
43.224.99.215,157.59.25.16,0
128.45.115.155,1.96.167.79,0
146.2.213.2,136.144.63.244,0
112.83.104.165,1.96.167.236,0
146.2.215.129,121.197.44.154,0
43.224.99.215,157.59.25.16,0
198.88.220.252,198.88.219.48,0
65.142.255.93,111.205.25.249,0
43.140.120.203,216.148.183.19,0
65.42.243.7,65.17.119.91,0
161.69.48.219,161.69.45.5,0
221.112.150.217,196.159.192.112,0
179.201.14.6,130.77.108.224,0
91.176.156.89,73.6.240.75,0
221.46.220.53,203.163.34.194,0
104.152.77.177,58.149.141.194,0
221.46.220.53,203.163.34.194,0
210.19.253.13,153.193.113.58,0
43.224.99.215,157.59.25.16,0
43.224.99.215,157.59.25.16,0
153.193.143.4,43.252.225.181,0
161.69.48.219,161.69.45.5,0
66.247.110.226,198.49.139.184,0
43.139.101.106,1.101.127.52,0
179.201.14.6,130.77.108.224,0
50.27.223.42,1.111.21.222,0
177.77.167.218,77.185.99.74,0
91.176.156.89,73.6.240.75,0
43.139.98.139,1.34.248.21,0
137.10.100.50,138.6.70.246,0
65.183.113.37,14.157.61.177,0
43.224.99.215,157.59.25.16,0
146.2.213.2,136.144.63.244,0
221.46.220.53,203.163.34.194,0
43.140.120.203,216.148.183.19,0
161.69.48.219,161.69.45.5,0
51.148.22.172,102.43.172.250,0
50.27.223.42,1.111.21.222,0
137.10.100.50,138.6.70.246,0
146.17.4.54,83.239.237.124,0
207.139.97.160,1.96.167.199,0
179.201.14.6,130.77.108.224,0
43.139.101.8,1.12.38.67,0
111.218.2.131,104.239.136.150,0
204.202.140.5,1.96.167.79,0
50.27.223.42,1.111.21.222,0
128.84.93.135,107.28.78.125,0
66.213.255.189,43.252.225.245,0
210.29.63.175,69.131.255.170,0
43.140.120.203,216.148.183.19,0
221.46.220.53,203.163.34.194,0
161.69.48.219,161.69.45.5,0
66.212.220.151,1.66.240.9,0
66.212.220.151,1.66.240.9,0
28.82.215.79,1.102.100.56,0
147.201.236.18,210.108.56.254,0
66.7.103.223,137.182.33.3,0
29.163.124.90,78.81.106.131,0
146.2.215.78,109.241.74.141,0
198.54.233.237,208.163.38.186,0
28.97.145.134,1.96.167.54,0
198.53.135.81,170.1.144.240,0
161.69.48.219,161.69.45.5,0
119.234.170.234,1.96.167.240,0
150.197.90.217,208.233.255.233,0
139.146.145.14,35.240.203.196,0
213.9.147.202,1.124.82.192,0
66.100.241.175,1.124.102.210,0
150.197.90.217,208.233.255.233,0
179.201.14.6,130.77.108.224,0
212.156.128.180,3.150.201.96,0
198.53.135.81,170.1.144.240,0
198.53.135.81,170.1.144.240,0
179.201.14.6,130.77.108.224,0
119.189.58.32,1.96.166.181,0
161.69.48.219,161.69.45.5,0
155.161.51.1,65.167.145.12,0
213.115.251.136,43.236.34.255,0
61.207.116.65,67.231.121.85,0
161.207.94.22,0.0.0.0,0
43.155.243.198,102.44.76.194,0
179.201.14.6,130.77.108.224,0
126.247.86.67,1.96.223.210,0
43.155.243.198,102.44.76.194,0
51.148.22.168,102.43.172.250,0
103.254.192.15,0.0.0.0,0
179.201.14.6,130.77.108.224,0
28.64.35.94,1.96.167.240,0
130.77.108.228,1.46.44.230,0
161.69.48.219,161.69.45.5,0
66.213.255.189,43.252.225.245,0
179.201.14.6,130.77.108.224,0
5.231.18.206,108.5.94.97,0
5.231.18.218,207.136.84.130,0
140.179.98.38,43.206.163.246,0
161.69.48.219,161.69.45.5,0
130.77.108.228,1.46.44.230,0
161.207.94.22,0.0.0.0,0
66.106.221.33,213.223.192.208,0
39.187.144.246,153.193.117.50,0
161.207.94.22,0.0.0.0,0
66.106.221.33,213.223.192.208,0
128.84.64.142,1.66.167.108,0
108.5.94.210,1.96.167.202,0
204.202.140.5,1.96.167.79,0
5.231.18.206,108.5.94.97,0
43.139.101.123,1.81.56.123,0
161.207.94.22,0.0.0.0,0
5.231.18.218,207.136.84.130,0
43.139.101.9,1.38.1.47,0
161.207.94.22,0.0.0.0,0
99.158.44.122,1.46.11.91,0
112.151.171.43,107.29.216.214,0
146.17.92.247,57.253.27.51,0
198.88.218.136,198.88.219.113,0
111.160.84.172,111.205.228.170,0
161.69.48.219,161.69.45.5,0
65.42.243.7,65.17.119.91,0
161.207.94.22,0.0.0.0,0
179.201.14.6,130.77.108.224,0
43.252.225.177,73.32.216.195,0
161.207.94.22,0.0.0.0,0
68.126.223.154,173.255.69.58,0
146.2.215.170,216.94.109.2,0
146.2.215.170,216.94.109.2,0
5.252.122.10,67.231.121.79,0
168.147.171.168,198.65.68.70,0
65.142.255.93,111.205.25.249,0
112.116.146.18,1.96.167.236,0
119.239.113.111,1.102.43.1,0
65.142.255.93,111.205.25.249,0
65.142.255.93,111.205.25.249,0
65.142.255.93,111.205.25.249,0
179.201.14.6,130.77.108.224,0
161.69.48.219,161.69.45.5,0
220.27.84.26,1.124.120.162,0
43.252.225.177,73.32.216.195,0
220.152.216.249,18.192.196.27,0
112.116.146.18,1.96.167.236,0
146.2.215.78,109.241.74.141,0
161.207.94.22,0.0.0.0,0
220.137.117.149,214.106.192.188,0
128.84.240.172,1.1.225.254,0
43.139.101.106,1.3.251.80,0
220.115.6.164,67.231.126.171,0
198.88.218.136,198.88.219.20,0
221.46.220.24,74.79.132.160,0
43.252.225.177,73.32.216.195,0
161.69.48.219,161.69.45.5,0
179.201.14.6,130.77.108.224,0
70.46.190.109,111.205.228.132,0
107.78.105.2,198.85.16.224,0
107.78.105.2,198.85.16.224,0
179.201.14.6,130.77.108.224,0
107.78.105.2,198.85.16.224,0
103.254.192.15,0.0.0.0,0
220.27.151.111,67.231.126.188,0
112.116.49.158,1.96.167.54,0
112.116.49.158,1.96.167.54,0
221.19.166.221,58.146.173.231,0
161.69.48.219,161.69.45.5,0
107.78.105.2,198.85.16.224,0
100.151.43.195,168.147.23.58,0
89.77.46.192,153.193.117.23,0
43.252.225.177,73.32.216.195,0
107.78.105.2,198.85.16.224,0
90.10.108.198,111.205.228.124,0
90.10.108.198,111.205.228.124,0
107.78.105.2,198.85.16.224,0
107.78.105.2,198.85.16.224,0
153.193.47.174,43.203.176.55,0
128.84.69.233,3.139.144.67,0
65.183.113.37,14.157.61.177,0
35.15.129.22,145.103.214.15,0
221.46.220.59,74.79.109.220,0
130.77.108.228,1.46.44.230,0
111.204.91.117,29.150.73.122,0
221.112.150.193,139.236.108.208,0
43.139.101.100,1.2.54.84,0
146.2.215.244,143.187.225.1,0
202.251.6.94,5.252.101.66,0
66.187.246.183,58.8.245.51,0
197.100.231.160,3.251.9.162,0
179.201.14.6,130.77.108.224,0
221.112.150.193,139.236.108.208,0
161.69.48.219,161.69.45.5,0
112.116.49.158,1.96.167.54,0
43.252.225.177,73.32.216.195,0
208.46.108.248,112.151.161.144,0
147.101.36.163,73.41.92.164,0
13.236.86.52,1.96.244.198,0
212.156.128.180,3.150.201.96,0
100.93.64.16,60.132.231.70,0
87.19.200.15,221.46.221.36,0
140.127.8.252,35.240.203.196,0
66.106.221.1,204.195.143.91,0
161.69.48.219,161.69.45.5,0
112.116.49.158,1.96.167.54,0
66.106.221.1,204.195.143.91,0
67.231.118.172,220.27.151.97,0
112.116.49.158,1.96.167.54,0
209.252.241.1,195.123.115.33,0
43.139.101.157,5.240.197.109,0
1.54.76.182,220.184.247.11,0
66.106.221.1,204.195.143.91,0
43.252.225.177,73.32.216.195,0
146.2.212.210,23.169.1.10,0
29.169.228.249,140.80.60.213,0
13.236.86.52,1.96.244.198,0
147.101.36.163,73.41.92.164,0
97.222.183.218,210.108.86.179,0
97.222.183.218,210.108.86.179,0
65.142.255.93,111.205.25.249,0
207.136.228.153,1.96.167.9,0
29.169.228.249,140.80.60.213,0
43.139.101.8,1.12.38.67,0
220.151.57.218,1.124.101.189,0
99.158.44.122,1.46.11.91,0
28.64.35.94,1.96.167.240,0
157.249.101.225,35.240.212.255,0
29.169.228.249,140.80.60.213,0
100.173.24.99,5.252.44.211,0
35.15.129.22,145.103.214.15,0
214.107.118.238,198.88.219.49,0
179.201.14.6,130.77.108.224,0
29.169.228.249,140.80.60.213,0
208.46.108.248,112.151.161.144,0
161.69.48.219,161.69.45.5,0
29.169.228.249,140.80.60.213,0
43.139.101.8,1.12.38.67,0
179.201.14.6,130.77.108.224,0
65.142.255.93,111.205.25.249,0
58.9.112.249,153.193.47.179,0
209.252.241.1,195.123.115.33,0
43.252.225.177,73.32.216.195,0
198.69.119.250,74.123.114.0,0
154.170.62.238,5.252.90.210,0
221.46.221.36,43.149.90.74,0
43.139.101.8,1.12.38.67,0
43.252.151.116,194.119.122.132,0
58.9.112.249,153.193.47.179,0
58.9.112.249,153.193.47.179,0
147.101.36.163,73.41.92.164,0
43.139.101.8,1.12.38.67,0
208.46.108.248,112.151.161.144,0
