src,dst,attack
220.27.80.207,43.43.40.31,0
87.225.55.208,0.0.0.0,0
139.60.247.201,35.240.203.254,0
65.124.38.213,73.0.232.154,0
86.43.2.140,43.252.226.201,0
35.240.203.247,143.143.246.167,0
147.154.211.131,1.32.179.52,0
126.76.222.57,5.241.121.56,0
111.160.84.172,111.205.228.170,0
198.88.218.136,198.88.219.48,0
153.193.46.138,153.193.190.49,0
122.209.155.54,137.183.168.25,0
161.69.48.219,161.69.45.5,0
177.186.31.241,131.205.179.245,0
66.106.221.33,13.183.29.205,0
35.240.203.247,143.143.246.167,0
65.42.243.7,111.205.109.226,0
100.126.5.227,114.22.212.77,0
177.186.31.241,131.205.179.245,0
66.106.221.33,13.183.29.205,0
139.60.247.201,35.240.203.254,0
5.252.122.21,67.231.121.86,0
104.123.153.179,153.193.151.205,0
66.149.60.38,65.141.226.197,0
177.186.31.241,131.205.179.245,0
161.69.48.219,161.69.45.5,0
66.106.221.33,13.183.29.205,0
153.193.46.138,153.193.190.49,0
65.141.177.31,55.233.247.4,0
198.54.233.230,208.163.38.183,0
199.141.59.22,214.230.61.189,0
221.57.165.0,130.77.108.25,0
50.158.196.96,1.102.46.208,0
145.254.18.166,104.239.132.240,0
207.136.131.69,1.96.166.199,0
35.240.203.247,143.143.246.167,0
35.240.203.247,143.143.246.167,0
35.240.203.247,143.143.246.167,0
69.1.36.161,139.146.19.56,0
127.133.164.205,1.96.140.16,0
153.193.46.138,153.193.190.49,0
161.69.48.219,161.69.45.5,0
142.23.143.156,221.195.231.38,0
127.133.164.205,1.96.140.16,0
221.112.150.193,214.119.148.156,0
107.164.155.83,137.182.32.129,0
15.149.5.14,177.197.101.133,0
79.193.63.149,0.0.0.0,0
66.106.221.1,113.158.146.128,0
127.133.164.205,1.96.140.16,0
66.106.221.1,113.158.146.128,0
117.66.218.74,1.102.111.212,0
66.106.221.1,113.158.146.128,0
74.79.132.161,221.46.220.127,0
127.133.164.205,1.96.140.16,0
140.78.75.236,35.240.203.247,0
128.42.23.192,1.96.167.54,0
66.106.221.1,113.158.146.128,0
220.27.84.26,1.124.120.162,0
35.240.203.247,143.143.246.167,0
221.112.150.193,214.119.148.156,0
210.22.15.86,153.193.8.49,0
108.26.178.3,1.96.167.230,0
221.112.150.193,214.119.148.156,0
215.104.80.73,35.240.203.247,0
161.69.48.219,161.69.45.5,0
153.193.46.138,153.193.190.49,0
14.241.19.61,208.233.254.231,0
43.139.101.137,1.1.149.182,0
116.164.64.98,1.111.223.200,0
66.106.221.1,113.158.146.128,0
198.88.218.136,198.88.219.113,0
66.106.221.1,113.158.146.128,0
87.225.55.208,0.0.0.0,0
221.112.150.193,214.119.148.156,0
99.158.44.122,1.47.181.3,0
65.141.251.114,55.233.247.4,0
221.112.150.193,214.119.148.156,0
161.69.48.219,161.69.45.5,0
66.106.221.1,113.158.146.128,0
65.42.228.44,68.83.114.219,0
43.139.101.167,1.0.254.238,0
66.106.221.1,113.158.146.128,0
107.209.173.167,5.252.105.183,0
221.112.150.193,214.119.148.156,0
35.240.203.247,143.143.246.167,0
66.71.252.51,18.192.194.182,0
28.81.227.99,1.96.167.230,0
153.193.46.138,153.193.190.49,0
140.78.238.101,35.240.203.240,0
15.120.50.247,58.13.182.178,0
99.158.44.122,1.47.181.3,0
221.112.150.193,214.119.148.156,0
95.236.124.4,199.66.67.253,0
35.240.203.247,143.143.246.167,0
221.112.150.193,214.119.148.156,0
66.106.221.33,108.214.101.78,0
161.69.48.219,161.69.45.5,0
66.106.221.33,108.214.101.78,0
100.69.36.67,11.78.188.149,0
15.120.50.247,58.13.182.178,0
73.0.128.111,145.176.227.129,0
66.106.221.1,113.158.146.128,0
221.112.150.193,214.119.148.156,0
201.201.233.180,66.131.167.73,0
66.106.221.1,113.158.146.128,0
117.181.250.86,123.81.49.240,0
209.211.48.94,153.193.160.154,0
73.1.203.2,210.29.85.233,0
153.193.46.138,153.193.190.49,0
55.217.237.222,198.86.111.166,0
221.112.150.193,214.119.148.156,0
116.164.64.155,3.250.182.189,0
221.112.150.193,214.119.148.156,0
66.106.221.33,13.183.29.205,0
69.22.215.177,141.213.253.134,0
66.106.221.1,113.158.146.128,0
66.106.221.33,108.214.101.78,0
161.69.48.219,161.69.45.5,0
66.106.221.1,113.158.146.128,0
73.240.167.159,216.30.76.240,0
66.106.221.33,108.214.101.78,0
205.101.178.126,107.30.254.43,0
177.186.151.242,142.54.254.111,0
66.106.221.1,113.158.146.128,0
66.106.221.1,113.158.146.128,0
153.193.46.138,153.193.190.49,0
137.227.197.44,221.46.220.202,0
66.106.221.1,113.158.146.128,0
15.149.5.14,177.197.101.133,0
67.235.56.135,153.193.107.180,0
137.227.197.44,221.46.220.202,0
66.106.221.1,113.158.146.128,0
146.2.214.223,143.187.225.61,0
177.186.151.242,142.54.254.111,0
64.154.167.130,208.163.38.87,0
198.88.219.48,198.88.220.252,0
73.91.19.61,117.91.128.161,0
161.69.48.219,161.69.45.5,0
198.69.119.250,74.123.114.0,0
153.193.46.138,153.193.190.49,0
66.106.221.1,113.158.146.128,0
160.196.14.147,130.26.92.212,0
220.27.151.116,67.231.114.178,0
158.10.87.86,3.253.33.212,0
66.106.221.1,113.158.146.128,0
87.225.55.208,0.0.0.0,0
73.240.167.159,216.30.76.240,0
66.106.221.33,108.214.101.78,0
66.106.221.33,13.183.29.205,0
212.152.191.199,1.81.238.118,0
67.235.56.135,153.193.107.180,0
161.69.48.219,161.69.45.5,0
43.139.101.170,1.35.71.122,0
87.225.55.208,0.0.0.0,0
102.14.167.151,79.84.235.126,0
66.106.221.33,108.214.101.78,0
66.106.221.1,113.158.146.128,0
153.193.46.138,153.193.190.49,0
66.106.221.1,113.158.146.128,0
66.249.151.221,188.120.46.218,0
128.84.68.218,210.239.36.26,0
178.51.72.235,10.76.105.246,0
198.54.233.192,208.163.38.184,0
66.106.221.33,108.214.101.78,0
66.106.221.1,113.158.146.128,0
198.88.219.49,214.107.118.238,0
66.106.221.33,108.214.101.78,0
161.69.48.219,161.69.45.5,0
201.197.216.23,102.44.72.177,0
66.106.221.1,113.158.146.128,0
74.75.154.20,5.252.94.51,0
153.193.46.138,153.193.190.49,0
43.139.101.120,1.155.61.162,0
198.88.218.136,198.88.219.22,0
71.168.249.13,71.2.201.106,0
64.154.167.132,208.163.38.87,0
109.255.194.17,3.151.82.1,0
69.21.117.55,214.85.61.1,0
69.21.117.55,214.85.61.1,0
198.85.31.197,5.252.90.215,0
67.235.56.135,153.193.107.180,0
67.144.242.5,66.90.231.138,0
137.10.91.171,57.230.55.135,0
199.141.59.124,66.153.169.201,0
67.144.242.5,66.90.231.138,0
161.69.48.219,161.69.45.5,0
15.149.5.14,177.197.101.133,0
69.94.52.111,94.112.230.148,0
128.84.254.73,1.108.195.215,0
198.88.218.136,198.88.219.20,0
153.193.46.138,153.193.190.49,0
69.94.52.111,94.112.230.148,0
111.47.24.103,134.203.68.65,0
215.188.84.89,35.240.203.196,0
128.59.1.109,1.96.166.184,0
73.240.167.159,216.30.76.240,0
118.10.255.186,3.249.3.208,0
35.240.203.254,142.34.136.223,0
69.12.251.33,208.233.255.11,0
67.235.56.135,153.193.107.180,0
69.12.251.33,208.233.255.11,0
111.47.24.103,134.203.68.65,0
35.240.203.254,142.34.136.223,0
90.138.163.255,43.36.153.139,0
153.193.46.138,153.193.190.49,0
161.69.48.219,161.69.45.5,0
66.106.221.1,113.158.146.128,0
198.88.218.136,198.88.219.48,0
199.141.22.86,199.50.19.27,0
87.225.55.208,0.0.0.0,0
73.240.167.159,216.30.76.240,0
66.106.221.1,113.158.146.128,0
220.27.151.117,67.231.126.184,0
61.131.26.109,67.231.118.172,0
161.69.48.219,161.69.45.5,0
153.193.46.138,153.193.190.49,0
15.75.108.4,111.205.54.179,0
61.207.118.73,111.204.84.127,0
66.106.221.1,113.158.146.128,0
35.240.203.254,140.210.109.212,0
66.106.221.1,113.158.146.128,0
198.88.219.113,198.88.221.45,0
99.141.114.106,1.96.223.185,0
66.106.221.1,113.158.146.128,0
35.240.203.254,140.210.109.212,0
161.69.48.219,161.69.45.5,0
66.106.221.1,113.158.146.128,0
43.10.19.11,210.29.85.214,0
199.141.0.177,208.163.38.71,0
109.147.8.12,1.2.54.84,0
153.193.46.138,153.193.190.49,0
160.222.13.3,210.108.48.214,0
35.240.203.247,143.143.246.167,0
204.202.140.5,1.96.167.79,0
39.33.111.245,198.97.71.65,0
73.219.9.68,137.182.12.35,0
118.33.27.26,43.236.138.62,0
43.224.185.36,198.92.146.5,0
99.141.114.106,1.96.223.185,0
108.26.178.3,1.96.167.230,0
5.231.81.101,125.163.247.255,0
66.106.221.1,113.158.146.128,0
5.231.81.101,125.163.247.255,0
161.69.48.219,161.69.45.5,0
66.106.221.1,113.158.146.128,0
35.240.203.247,143.143.246.167,0
153.193.46.138,153.193.190.49,0
67.97.174.74,210.30.156.130,0
67.97.174.74,210.30.156.130,0
199.141.7.239,202.189.70.63,0
1.122.17.216,73.6.21.144,0
66.106.221.1,113.158.146.128,0
1.122.17.216,73.6.21.144,0
66.106.221.1,113.158.146.128,0
146.2.214.223,139.207.174.199,0
15.14.126.199,153.193.47.242,0
35.240.203.247,143.143.246.167,0
161.69.48.219,161.69.45.5,0
35.240.203.247,143.143.246.167,0
203.155.19.135,1.108.201.6,0
203.155.19.135,1.108.201.6,0
87.225.55.208,0.0.0.0,0
43.139.101.119,1.0.65.212,0
153.193.46.138,153.193.190.49,0
92.100.38.40,104.239.143.204,0
66.216.45.210,68.23.151.0,0
43.139.101.100,1.150.171.21,0
71.12.192.236,91.196.88.146,0
35.240.203.254,140.210.109.212,0
66.106.221.1,113.158.146.128,0
35.240.203.247,143.143.246.167,0
66.106.221.1,113.158.146.128,0
161.69.48.219,161.69.45.5,0
87.225.55.208,0.0.0.0,0
66.106.221.1,113.158.146.128,0
66.106.221.1,113.158.146.128,0
153.193.46.138,153.193.190.49,0
99.141.114.106,1.96.223.185,0
215.164.114.155,35.240.203.196,0
66.106.221.1,113.158.146.128,0
66.106.221.1,113.158.146.128,0
161.69.48.219,161.69.45.5,0
15.120.50.247,58.13.182.178,0
87.225.55.249,0.0.0.0,0
127.128.232.221,3.250.113.80,0
111.205.228.223,89.174.229.137,0
139.146.145.15,35.240.203.196,0
153.193.46.138,153.193.190.49,0
204.202.140.5,1.96.167.79,0
207.136.150.222,1.96.166.199,0
139.146.145.15,35.240.203.196,0
66.100.241.237,1.124.32.133,0
222.172.35.23,163.254.186.200,0
65.162.139.43,1.32.206.87,0
161.69.48.219,161.69.45.5,0
153.193.46.138,153.193.190.49,0
198.88.219.49,201.206.41.29,0
64.154.167.132,208.163.38.86,0
136.210.172.71,74.52.238.149,0
128.84.81.212,1.110.253.68,0
161.69.48.219,161.69.45.5,0
35.240.203.254,187.76.96.245,0
153.193.46.138,153.193.190.49,0
35.240.203.254,187.76.96.245,0
107.13.172.242,153.193.46.94,0
65.232.156.139,14.236.193.132,0
216.17.221.155,216.17.217.61,0
87.225.55.208,0.0.0.0,0
136.210.172.71,74.52.238.149,0
161.69.48.219,161.69.45.5,0
50.148.116.22,111.205.25.227,0
153.193.46.138,153.193.190.49,0
5.231.35.26,113.181.253.138,0
101.147.7.97,111.205.25.229,0
119.239.118.188,1.96.167.230,0
64.51.26.246,43.8.172.181,0
161.254.94.20,0.0.0.0,0
73.240.167.159,216.30.76.240,0
87.225.55.249,0.0.0.0,0
136.210.172.71,74.52.238.149,0
161.69.48.219,161.69.45.5,0
66.106.212.229,113.197.49.195,0
198.54.233.227,208.163.38.183,0
87.225.55.208,0.0.0.0,0
153.193.46.138,153.193.190.49,0
146.17.92.199,118.177.126.169,0
207.152.32.141,1.96.167.40,0
207.152.32.141,1.96.167.40,0
221.46.220.6,74.79.132.162,0
76.251.7.59,68.122.173.202,0
161.69.48.219,161.69.45.5,0
43.43.47.41,74.238.193.93,0
153.193.46.138,153.193.190.49,0
136.210.172.71,74.52.238.149,0
73.240.167.159,216.30.76.240,0
67.135.168.134,73.1.179.22,0
73.240.167.159,216.30.76.240,0
161.254.94.20,0.0.0.0,0
161.254.94.20,0.0.0.0,0
67.235.56.135,153.193.107.180,0
161.69.48.219,161.69.45.5,0
136.210.172.71,74.52.238.149,0
153.193.46.138,153.193.190.49,0
170.162.215.57,43.206.161.187,0
213.120.99.20,1.96.220.32,0
216.17.221.155,216.17.217.61,0
213.120.99.20,1.96.220.32,0
220.27.151.120,67.231.118.179,0
146.17.92.207,184.103.236.157,0
121.129.188.66,107.31.78.40,0
43.139.101.127,1.15.174.173,0
64.215.167.3,153.193.47.116,0
198.88.218.136,198.88.219.48,0
87.225.55.208,0.0.0.0,0
136.210.172.71,74.52.238.149,0
153.193.46.138,153.193.190.49,0
161.69.48.219,161.69.45.5,0
82.225.13.152,210.108.20.28,0
69.164.73.234,139.146.164.221,0
43.139.101.120,1.76.134.40,0
107.78.234.153,210.108.43.155,0
221.233.251.209,89.152.151.177,0
73.240.167.159,216.30.76.240,0
161.254.94.20,0.0.0.0,0
161.254.94.20,0.0.0.0,0
136.210.172.71,74.52.238.149,0
167.197.159.203,1.108.204.210,0
87.225.55.249,0.0.0.0,0
102.74.185.217,157.53.7.5,0
161.69.48.219,161.69.45.5,0
153.193.46.138,153.193.190.49,0
210.22.15.211,221.195.231.19,0
199.141.21.238,207.252.222.238,0
199.16.128.184,139.146.145.26,0
114.241.246.32,3.253.187.77,0
139.146.145.38,35.240.203.196,0
199.141.11.108,196.2.4.66,0
73.240.167.159,216.30.76.240,0
87.225.55.208,0.0.0.0,0
161.69.48.219,161.69.45.5,0
49.248.181.196,221.195.231.40,0
136.210.172.71,74.52.238.149,0
153.193.46.138,153.193.190.49,0
198.54.233.195,208.163.38.183,0
136.210.172.71,74.52.238.149,0
146.12.167.71,139.209.159.8,0
216.53.136.28,69.22.215.90,0
112.83.104.45,1.96.167.236,0
153.193.46.138,153.193.190.49,0
161.69.48.219,161.69.45.5,0
161.254.94.20,0.0.0.0,0
183.175.19.195,1.154.175.205,0
71.168.249.13,71.2.201.106,0
161.254.94.20,0.0.0.0,0
111.38.0.152,73.240.167.252,0
43.139.101.107,1.2.54.84,0
87.225.55.208,0.0.0.0,0
136.210.172.71,74.52.238.149,0
198.98.152.52,138.239.13.221,0
139.146.145.38,35.240.203.196,0
139.146.145.38,35.240.203.196,0
198.76.157.24,191.80.115.184,0
161.69.48.219,161.69.45.5,0
87.225.55.208,0.0.0.0,0
110.93.95.56,5.207.250.68,0
43.139.101.129,1.15.182.177,0
139.146.145.38,35.240.203.196,0
153.193.46.138,153.193.190.49,0
216.121.107.213,130.251.251.92,0
128.45.115.99,1.96.167.240,0
29.173.205.229,77.185.99.68,0
139.146.145.38,35.240.203.196,0
104.199.250.186,137.182.33.125,0
139.146.145.38,35.240.203.196,0
136.210.172.71,74.52.238.149,0
137.196.61.126,1.107.192.58,0
137.196.61.126,1.107.192.58,0
161.254.94.20,0.0.0.0,0
153.193.46.184,73.1.63.206,0
29.155.213.238,111.205.228.200,0
161.254.94.20,0.0.0.0,0
87.225.55.249,0.0.0.0,0
212.156.128.180,3.150.201.96,0
153.193.46.138,153.193.190.49,0
139.146.145.38,35.240.203.196,0
161.69.48.219,161.69.45.5,0
220.27.80.226,43.43.40.40,0
14.241.19.61,208.233.254.231,0
139.146.145.38,35.240.203.196,0
139.146.145.38,35.240.203.196,0
64.20.152.204,221.120.192.188,0
14.241.19.61,208.233.254.231,0
14.241.19.61,208.233.254.231,0
139.146.145.38,35.240.203.196,0
109.147.8.90,1.2.95.126,0
198.88.219.20,198.88.218.136,0
136.210.172.71,74.52.238.149,0
119.239.118.188,1.96.167.230,0
153.193.46.184,73.1.63.206,0
153.193.46.138,153.193.190.49,0
208.204.3.3,153.193.136.27,0
65.234.170.195,85.174.206.120,0
161.254.94.20,0.0.0.0,0
137.196.61.126,1.107.192.58,0
81.252.235.186,111.205.228.96,0
122.89.76.63,3.255.148.52,0
39.183.166.96,1.96.142.199,0
161.254.94.20,0.0.0.0,0
64.154.167.130,208.163.38.86,0
136.210.172.71,74.52.238.149,0
213.210.50.66,65.183.48.27,0
153.193.46.138,153.193.190.49,0
66.71.252.51,104.209.100.69,0
146.2.215.128,182.136.167.235,0
69.94.53.192,140.80.167.36,0
114.17.113.45,1.97.229.66,0
1.108.124.233,201.105.89.135,0
136.210.172.71,74.52.238.149,0
81.252.235.186,111.205.228.96,0
14.241.19.61,208.233.254.231,0
43.43.47.41,74.238.193.93,0
153.193.46.138,153.193.190.49,0
161.254.94.20,0.0.0.0,0
161.254.94.20,0.0.0.0,0
109.49.166.53,1.124.241.59,0
198.88.220.237,198.88.219.113,0
101.10.244.205,139.184.23.147,0
87.225.55.249,0.0.0.0,0
136.210.172.71,74.52.238.149,0
198.54.233.207,208.163.38.187,0
1.108.124.233,201.105.89.135,0
165.213.25.31,102.43.173.231,0
153.193.46.138,153.193.190.49,0
81.252.235.186,111.205.228.96,0
100.46.38.8,43.43.40.253,0
153.193.46.113,13.1.169.15,0
153.193.46.184,73.1.63.206,0
153.193.46.113,13.1.169.15,0
199.16.128.184,139.146.145.26,0
109.147.8.90,1.2.95.126,0
198.88.219.20,198.88.218.136,0
104.239.136.240,204.242.168.65,0
87.225.55.208,0.0.0.0,0
153.193.46.138,153.193.190.49,0
161.254.94.20,0.0.0.0,0
136.210.172.71,74.52.238.149,0
161.254.94.20,0.0.0.0,0
65.181.105.21,67.231.126.167,0
153.193.46.184,73.1.63.206,0
99.141.114.106,1.96.223.185,0
43.150.166.172,216.13.170.204,0
106.84.39.5,1.38.1.47,0
50.158.196.96,1.102.46.208,0
199.247.35.22,17.234.207.172,0
153.193.46.138,153.193.190.49,0
216.40.221.113,104.239.143.204,0
221.248.222.158,73.240.167.252,0
43.150.166.172,216.13.170.204,0
153.193.46.138,153.193.190.49,0
127.133.164.205,1.96.140.16,0
107.13.172.242,153.193.46.94,0
161.254.94.20,0.0.0.0,0
116.164.47.138,1.124.139.4,0
161.254.94.20,0.0.0.0,0
43.150.166.172,216.13.170.204,0
74.116.202.161,183.150.8.59,0
102.4.249.165,43.8.194.210,0
87.225.55.249,0.0.0.0,0
67.231.114.183,220.27.151.114,0
153.193.46.138,153.193.190.49,0
209.211.48.94,153.193.160.154,0
43.150.166.172,216.13.170.204,0
99.141.114.106,1.96.223.185,0
158.10.87.86,3.253.33.212,0
161.254.94.20,0.0.0.0,0
161.254.94.20,0.0.0.0,0
212.85.85.110,1.102.118.227,0
221.206.21.166,111.205.25.234,0
137.10.91.171,57.230.55.135,0
153.193.46.138,153.193.190.49,0
213.210.50.66,65.183.48.27,0
74.232.75.169,43.43.40.28,0
136.46.254.5,0.0.0.0,0
161.254.94.20,0.0.0.0,0
74.12.125.231,126.168.73.65,0
126.101.199.243,1.146.99.76,0
66.90.123.179,43.206.164.128,0
146.14.10.152,29.175.227.175,0
74.77.97.202,111.205.153.102,0
153.193.46.138,153.193.190.49,0
161.254.94.20,0.0.0.0,0
212.156.128.180,3.150.201.96,0
158.10.87.86,3.253.33.212,0
221.248.222.158,73.240.167.252,0
168.208.252.126,212.179.189.143,0
121.250.253.46,137.182.81.175,0
87.225.55.208,0.0.0.0,0
43.139.101.163,137.182.215.62,0
153.193.184.99,154.173.50.100,0
139.146.145.16,35.240.203.196,0
119.250.78.35,1.96.167.6,0
153.193.46.138,153.193.190.49,0
153.193.75.214,35.240.203.254,0
43.149.90.130,153.193.46.231,0
147.154.211.209,5.240.43.89,0
65.42.228.61,107.107.59.45,0
65.42.228.61,107.107.59.45,0
43.224.185.37,198.92.146.5,0
87.225.55.249,0.0.0.0,0
39.123.174.108,198.85.16.238,0
35.240.203.254,142.154.64.64,0
161.254.94.20,0.0.0.0,0
158.10.87.86,3.253.33.212,0
67.132.96.81,153.193.151.241,0
39.123.174.108,198.85.16.238,0
153.193.46.138,153.193.190.49,0
67.132.96.81,153.193.151.241,0
61.241.173.139,67.231.121.86,0
67.132.96.81,153.193.151.241,0
147.154.211.209,5.240.43.89,0
74.232.75.169,43.43.40.28,0
153.193.46.184,73.1.63.206,0
147.154.211.209,5.240.43.89,0
147.154.211.209,5.240.43.89,0
161.254.94.20,0.0.0.0,0
67.132.96.81,153.193.151.241,0
198.88.219.20,198.88.218.136,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
111.69.13.57,104.239.136.188,0
67.132.96.81,153.193.151.241,0
161.254.94.20,0.0.0.0,0
67.132.96.81,153.193.151.241,0
153.193.46.138,153.193.190.49,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
28.79.229.13,1.96.167.240,0
67.132.96.81,153.193.151.241,0
104.6.135.214,43.43.40.129,0
73.240.167.159,216.30.76.240,0
153.193.46.184,73.1.63.206,0
74.232.75.169,43.43.40.28,0
152.0.127.226,0.0.0.0,0
67.132.96.81,153.193.151.241,0
158.10.87.86,3.253.33.212,0
66.219.241.253,85.108.181.167,0
86.188.248.20,111.205.25.229,0
220.27.151.119,67.231.121.77,0
43.147.252.193,153.193.152.122,0
67.132.96.81,153.193.151.241,0
43.147.252.193,153.193.152.122,0
67.132.96.81,153.193.151.241,0
207.136.77.215,1.96.167.17,0
153.193.46.138,153.193.190.49,0
67.132.96.81,153.193.151.241,0
43.147.252.193,153.193.152.122,0
67.132.96.81,153.193.151.241,0
198.97.202.122,111.205.116.140,0
67.132.96.81,153.193.151.241,0
198.97.202.122,111.205.116.140,0
67.132.96.81,153.193.151.241,0
43.147.252.193,153.193.152.122,0
67.132.96.81,153.193.151.241,0
216.13.170.187,43.147.216.91,0
221.46.220.109,74.79.132.164,0
216.192.234.218,121.182.129.156,0
139.146.145.31,35.240.203.196,0
67.132.96.81,153.193.151.241,0
87.225.55.208,0.0.0.0,0
35.240.203.254,142.154.64.64,0
142.112.54.205,198.88.219.49,0
152.0.127.226,0.0.0.0,0
67.132.96.81,153.193.151.241,0
152.0.127.226,0.0.0.0,0
73.240.167.159,216.30.76.240,0
43.147.252.193,153.193.152.122,0
67.132.96.81,153.193.151.241,0
152.0.127.226,0.0.0.0,0
153.193.46.138,153.193.190.49,0
152.0.127.226,0.0.0.0,0
67.132.96.81,153.193.151.241,0
64.120.63.5,104.117.85.51,0
67.132.96.81,153.193.151.241,0
43.139.101.105,1.37.232.241,0
67.132.96.81,153.193.151.241,0
158.10.87.86,3.253.33.212,0
199.16.128.184,139.146.145.26,0
70.42.44.237,65.42.255.211,0
67.132.96.81,153.193.151.241,0
127.133.164.205,1.96.140.16,0
68.126.223.128,58.148.4.67,0
43.147.252.193,153.193.152.122,0
67.132.96.81,153.193.151.241,0
115.253.128.249,1.96.144.24,0
87.225.55.249,0.0.0.0,0
35.240.203.254,142.154.64.64,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
127.133.164.205,1.96.140.16,0
67.132.96.81,153.193.151.241,0
146.44.206.29,153.193.47.135,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
67.132.96.81,153.193.151.241,0
74.232.75.169,43.43.40.28,0
153.193.46.138,153.193.190.49,0
127.133.164.205,1.96.140.16,0
