src,dst,attack
153.193.46.192,210.29.35.159,0
161.69.48.219,161.69.45.5,0
129.19.115.6,208.233.255.113,0
104.49.248.195,5.252.44.211,0
103.254.192.13,0.0.0.0,0
15.2.29.99,153.193.12.120,0
66.71.252.51,104.209.100.69,0
220.137.113.175,6.178.192.53,0
161.69.48.219,161.69.45.5,0
102.6.152.193,221.46.220.202,0
15.2.29.99,153.193.12.120,0
66.106.210.222,123.238.117.130,0
15.83.232.208,153.193.117.204,0
15.83.232.208,153.193.117.204,0
161.69.48.219,161.69.45.5,0
102.6.152.193,221.46.220.202,0
5.231.18.218,128.46.240.71,0
107.188.63.208,1.94.134.116,0
28.82.218.85,1.96.167.240,0
66.106.210.222,123.238.117.130,0
191.22.66.117,65.141.132.168,0
102.6.152.193,221.46.220.202,0
47.127.51.227,139.184.87.173,0
191.22.66.117,65.141.132.168,0
43.139.101.145,1.103.139.4,0
161.69.48.219,161.69.45.5,0
5.231.81.101,207.103.234.218,0
5.231.18.218,128.46.240.71,0
103.254.192.13,0.0.0.0,0
43.139.101.145,1.103.139.4,0
182.198.229.225,216.40.216.156,0
66.106.210.222,123.238.117.130,0
152.32.222.153,0.0.0.0,0
201.28.84.207,198.97.210.89,0
5.231.81.101,207.103.234.218,0
198.77.125.15,206.151.247.177,0
102.6.152.193,221.46.220.202,0
128.25.162.152,1.96.167.54,0
146.17.92.242,94.141.92.109,0
43.139.101.145,1.103.139.4,0
161.69.48.219,161.69.45.5,0
136.46.254.5,0.0.0.0,0
66.106.210.222,123.238.117.130,0
163.195.117.202,1.46.151.1,0
145.137.192.248,127.128.114.203,0
102.6.152.193,221.46.220.202,0
161.69.48.219,161.69.45.5,0
66.106.210.222,123.238.117.130,0
152.32.222.153,0.0.0.0,0
35.240.203.254,138.123.232.166,0
210.29.47.232,43.252.225.110,0
152.32.222.153,0.0.0.0,0
126.127.62.125,221.217.168.115,0
35.240.203.254,138.123.232.166,0
103.254.192.13,0.0.0.0,0
152.32.222.153,0.0.0.0,0
112.64.204.18,1.96.167.103,0
102.6.152.193,221.46.220.202,0
198.115.23.216,1.96.194.188,0
66.106.210.222,123.238.117.130,0
112.103.68.68,1.96.167.40,0
210.29.47.232,43.252.225.110,0
161.69.48.219,161.69.45.5,0
114.0.8.52,1.46.223.20,0
66.106.210.222,123.238.117.130,0
102.6.152.193,221.46.220.202,0
128.44.22.7,1.102.119.84,0
198.115.23.216,1.96.194.188,0
139.191.3.55,35.240.203.254,0
161.69.48.219,161.69.45.5,0
128.84.85.166,145.103.116.197,0
67.144.242.154,127.140.235.117,0
102.6.152.193,221.46.220.202,0
66.106.210.222,123.238.117.130,0
128.25.82.157,1.96.166.213,0
201.42.162.234,198.216.1.185,0
198.88.219.116,66.150.217.25,0
1.108.124.169,3.138.63.134,0
147.201.235.52,198.85.16.231,0
198.115.23.216,1.96.194.188,0
67.144.242.154,127.140.235.117,0
67.231.118.176,220.27.151.117,0
161.69.48.219,161.69.45.5,0
67.197.105.34,94.112.228.219,0
147.201.235.52,198.85.16.231,0
137.161.215.159,210.30.156.134,0
102.6.152.193,221.46.220.202,0
147.232.184.59,43.43.40.133,0
137.161.215.159,210.30.156.134,0
103.254.192.13,0.0.0.0,0
161.69.48.219,161.69.45.5,0
183.150.221.120,107.28.22.139,0
64.154.167.132,208.163.38.86,0
102.6.152.193,221.46.220.202,0
43.139.101.128,1.35.170.175,0
65.124.38.213,73.0.232.154,0
69.94.53.192,214.85.149.36,0
73.111.39.41,91.197.127.67,0
198.54.233.217,208.163.38.186,0
198.115.23.216,1.96.194.188,0
73.111.39.41,91.197.127.67,0
161.69.48.219,161.69.45.5,0
73.111.39.41,91.197.127.67,0
214.136.213.123,75.90.105.127,0
161.233.51.164,153.193.12.3,0
66.106.210.229,142.96.129.153,0
103.254.192.15,0.0.0.0,0
66.106.210.229,142.96.129.153,0
102.6.152.193,221.46.220.202,0
210.108.43.155,107.73.101.144,0
112.116.146.18,1.96.167.236,0
29.169.58.2,5.252.100.114,0
66.106.210.229,142.96.129.153,0
107.13.167.118,104.106.39.133,0
201.62.114.163,199.107.71.161,0
161.69.48.219,161.69.45.5,0
66.106.210.229,142.96.129.153,0
66.106.210.229,142.96.129.153,0
43.241.64.92,73.0.135.3,0
128.25.162.152,1.96.167.54,0
146.2.212.74,95.141.24.225,0
208.233.254.247,115.46.206.237,0
102.6.152.193,221.46.220.202,0
111.47.24.65,141.110.44.241,0
198.115.23.216,1.96.194.188,0
161.69.48.219,161.69.45.5,0
43.139.101.168,1.34.26.143,0
99.158.44.6,3.239.167.69,0
99.158.44.6,3.239.167.69,0
112.116.146.18,1.96.167.236,0
166.28.241.110,216.221.203.154,0
102.6.152.193,221.46.220.202,0
106.84.38.222,1.2.38.184,0
39.20.224.118,68.233.83.238,0
99.158.44.6,3.239.167.69,0
208.233.254.247,115.46.206.237,0
198.54.233.237,208.163.38.187,0
221.58.39.17,66.212.111.41,0
146.24.203.220,43.11.104.45,0
43.139.101.130,1.81.56.123,0
161.69.48.219,161.69.45.5,0
171.87.117.69,110.133.226.70,0
202.254.214.180,43.236.31.6,0
146.24.203.220,43.11.104.45,0
65.75.155.65,1.46.113.142,0
199.141.27.65,122.0.176.118,0
102.6.152.193,221.46.220.202,0
208.233.254.247,115.46.206.237,0
214.183.28.39,35.240.203.254,0
208.233.255.234,3.222.39.178,0
20.136.201.27,1.96.145.115,0
220.37.182.125,55.217.230.217,0
161.69.48.219,161.69.45.5,0
71.110.215.158,35.242.15.86,0
198.88.219.48,198.88.218.136,0
102.6.152.193,221.46.220.202,0
208.233.254.247,115.46.206.237,0
73.159.240.172,104.239.136.255,0
208.233.254.247,115.46.206.237,0
5.231.18.218,128.46.240.71,0
104.239.136.238,16.229.61.193,0
161.69.48.219,161.69.45.5,0
198.88.219.22,198.88.218.136,0
102.6.152.193,221.46.220.202,0
107.188.228.19,74.55.244.199,0
90.10.108.198,111.205.228.124,0
5.231.18.218,128.46.240.71,0
161.69.48.219,161.69.45.5,0
147.154.211.131,1.32.179.52,0
68.82.186.173,153.192.243.230,0
107.13.167.118,104.106.39.133,0
102.6.152.193,221.46.220.202,0
114.197.159.61,153.193.46.216,0
198.115.23.216,1.96.194.188,0
161.69.48.219,161.69.45.5,0
66.106.221.1,213.114.146.36,0
66.106.221.1,213.114.146.36,0
73.149.224.242,111.205.25.209,0
103.254.192.13,0.0.0.0,0
73.149.224.242,111.205.25.209,0
183.141.101.226,43.252.226.198,0
116.164.139.60,1.111.42.144,0
201.62.114.163,199.107.71.161,0
210.30.191.128,153.193.47.103,0
102.6.152.193,221.46.220.202,0
107.188.228.19,74.55.244.199,0
198.88.220.237,198.88.219.113,0
142.98.183.255,208.233.255.236,0
153.139.206.38,221.195.231.40,0
161.69.48.219,161.69.45.5,0
146.17.92.242,94.141.92.109,0
132.59.32.18,198.88.219.116,0
43.224.185.55,208.163.38.87,0
147.154.211.107,1.108.195.122,0
111.205.228.188,101.40.81.31,0
111.205.228.188,101.40.81.31,0
146.2.215.129,121.197.44.154,0
198.115.23.216,1.96.194.188,0
221.235.221.134,184.101.128.131,0
102.6.152.193,221.46.220.202,0
66.153.18.245,35.240.203.202,0
170.162.215.57,43.206.161.187,0
43.139.101.136,1.15.166.226,0
107.13.167.118,104.106.39.133,0
161.69.48.219,161.69.45.5,0
171.87.117.69,110.133.226.70,0
139.191.105.123,35.240.203.254,0
43.139.96.21,5.240.144.4,0
147.154.211.107,1.108.195.122,0
155.178.130.243,100.66.44.72,0
198.115.23.216,1.96.194.188,0
43.43.40.128,211.67.177.134,0
43.43.40.128,211.67.177.134,0
81.252.235.186,111.205.228.96,0
198.88.219.22,198.88.221.48,0
43.139.101.101,1.155.61.162,0
66.106.221.1,213.114.146.36,0
43.53.102.31,104.197.139.142,0
99.158.44.6,3.239.167.69,0
73.240.167.252,111.38.11.232,0
49.211.242.71,210.108.56.240,0
161.69.48.219,161.69.45.5,0
43.53.102.31,104.197.139.142,0
215.188.84.83,35.240.203.240,0
73.240.167.252,111.38.11.232,0
20.136.201.27,1.96.145.115,0
73.240.167.252,111.38.11.232,0
198.88.219.22,198.88.218.136,0
198.88.218.136,198.88.219.20,0
198.54.233.237,208.163.38.183,0
73.240.167.252,111.38.11.232,0
81.252.235.186,111.205.228.96,0
73.240.167.252,111.38.11.232,0
128.17.225.166,1.96.166.199,0
161.69.48.219,161.69.45.5,0
146.2.215.245,138.243.131.253,0
103.254.192.13,0.0.0.0,0
73.235.198.156,65.232.156.138,0
107.6.112.233,57.249.52.49,0
104.152.68.227,90.143.224.229,0
73.240.167.252,111.38.11.232,0
104.152.68.227,90.143.224.229,0
198.115.23.216,1.96.194.188,0
73.240.167.252,111.38.11.232,0
208.133.113.244,35.240.212.247,0
50.158.196.96,1.102.46.208,0
204.202.140.5,1.96.167.79,0
73.240.167.252,111.38.11.232,0
207.136.189.178,1.96.167.9,0
103.140.150.7,207.254.173.27,0
111.160.84.172,111.205.228.170,0
73.240.167.252,111.38.11.232,0
161.69.48.219,161.69.45.5,0
39.18.167.15,92.66.25.99,0
69.22.52.76,43.8.170.21,0
107.206.62.234,104.239.136.148,0
73.240.167.252,111.38.11.232,0
66.106.221.1,213.114.146.36,0
198.88.219.20,198.88.218.136,0
129.19.115.6,208.233.255.113,0
216.13.170.187,43.147.216.91,0
87.225.55.208,0.0.0.0,0
146.2.214.223,143.187.230.193,0
161.69.48.219,161.69.45.5,0
142.98.183.255,208.233.255.236,0
139.185.218.147,35.240.203.196,0
201.62.114.163,199.107.71.161,0
221.157.85.184,210.30.153.16,0
215.176.128.121,146.39.144.153,0
142.98.183.255,208.233.255.236,0
73.240.167.252,111.38.11.232,0
215.176.128.121,146.39.144.153,0
198.88.219.20,198.88.220.237,0
210.30.156.219,67.97.174.121,0
198.88.220.252,198.88.219.22,0
161.69.48.219,161.69.45.5,0
221.248.222.158,73.240.167.252,0
161.254.223.106,0.0.0.0,0
73.240.167.252,111.38.11.232,0
107.164.155.184,1.107.72.152,0
210.30.156.219,67.97.174.121,0
73.242.53.227,65.141.226.197,0
69.13.49.131,111.205.25.218,0
73.240.167.252,111.38.11.232,0
161.69.56.112,161.69.56.239,0
107.206.62.234,104.239.136.148,0
171.87.117.69,110.133.226.70,0
204.202.140.5,1.96.167.79,0
103.254.192.13,0.0.0.0,0
73.240.167.252,111.38.11.232,0
208.233.255.234,3.222.39.178,0
161.69.48.219,161.69.45.5,0
58.15.142.96,221.46.220.117,0
207.136.132.2,1.96.167.17,0
43.43.40.115,146.73.192.75,0
43.43.40.115,146.73.192.75,0
43.139.101.116,1.34.110.241,0
129.19.115.6,208.233.255.113,0
146.2.215.203,140.246.165.220,0
43.43.40.115,146.73.192.75,0
43.43.40.115,146.73.192.75,0
161.254.223.106,0.0.0.0,0
73.240.167.252,111.38.11.232,0
43.139.101.116,1.34.110.241,0
43.43.40.115,146.73.192.75,0
43.43.40.115,146.73.192.75,0
161.254.223.106,0.0.0.0,0
65.124.38.213,73.0.232.154,0
43.43.40.115,146.73.192.75,0
161.254.223.106,0.0.0.0,0
43.43.40.115,146.73.192.75,0
161.69.48.219,161.69.45.5,0
73.240.167.252,111.38.11.232,0
161.254.223.106,0.0.0.0,0
66.106.221.1,36.230.97.101,0
161.254.223.106,0.0.0.0,0
66.106.221.33,114.108.132.218,0
161.254.223.106,0.0.0.0,0
73.240.167.252,111.38.11.232,0
120.164.189.126,1.96.167.79,0
198.88.219.20,198.88.218.136,0
221.112.135.201,100.66.56.122,0
65.222.50.204,102.0.233.254,0
66.106.221.33,114.108.132.218,0
100.185.97.190,43.43.40.129,0
73.240.167.252,111.38.11.232,0
142.40.12.18,35.240.203.254,0
221.112.135.201,100.66.56.122,0
221.112.135.201,100.66.56.122,0
198.115.23.216,1.96.194.188,0
35.240.203.254,142.82.254.250,0
161.69.48.219,161.69.45.5,0
221.112.135.201,100.66.56.122,0
35.240.203.254,142.82.254.250,0
221.248.222.158,73.240.167.252,0
221.112.135.201,100.66.56.122,0
73.240.167.252,111.38.11.232,0
221.112.135.201,100.66.56.122,0
73.240.167.252,111.38.11.232,0
211.29.24.237,65.42.228.61,0
10.27.30.61,208.233.255.107,0
161.69.48.219,161.69.45.5,0
73.240.167.252,111.38.11.232,0
198.88.219.20,198.88.218.136,0
161.254.223.106,0.0.0.0,0
73.240.167.252,111.38.11.232,0
20.136.201.27,1.96.145.115,0
161.254.223.106,0.0.0.0,0
161.254.223.106,0.0.0.0,0
137.229.176.162,221.46.220.117,0
66.106.221.1,121.186.99.111,0
146.2.215.244,119.31.11.251,0
73.240.167.252,111.38.11.232,0
142.98.183.255,208.233.255.236,0
66.106.221.1,121.186.99.111,0
161.69.48.219,161.69.45.5,0
104.37.71.237,183.160.21.127,0
61.207.117.137,216.40.216.163,0
66.2.79.233,65.183.30.104,0
73.240.167.252,111.38.11.232,0
198.115.23.216,1.96.194.188,0
201.62.114.163,199.107.71.161,0
210.30.156.219,67.97.174.121,0
73.240.167.252,111.38.11.232,0
73.240.167.252,111.38.11.232,0
161.69.48.219,161.69.45.5,0
66.106.221.1,121.186.99.111,0
208.233.255.234,3.222.39.178,0
128.25.162.152,1.96.167.54,0
66.106.221.1,121.186.99.111,0
96.99.83.236,1.100.5.54,0
66.106.221.1,36.230.97.101,0
210.30.156.219,67.97.174.121,0
73.240.167.252,111.38.11.232,0
198.216.0.246,35.240.203.253,0
147.154.211.238,3.137.155.77,0
107.78.196.29,198.85.16.224,0
161.69.48.219,161.69.45.5,0
73.240.167.252,111.38.11.232,0
130.64.214.177,111.205.228.221,0
130.64.214.177,111.205.228.221,0
198.115.23.216,1.96.194.188,0
66.106.221.1,36.230.97.101,0
120.164.189.126,1.96.167.79,0
61.241.173.139,67.231.121.86,0
161.233.51.164,153.193.12.3,0
198.88.218.136,198.88.219.20,0
73.240.167.252,111.38.11.232,0
10.27.30.61,208.233.255.107,0
61.207.117.142,67.231.121.78,0
210.30.156.219,67.97.174.121,0
69.130.85.114,86.75.236.74,0
165.92.217.58,126.77.193.239,0
67.144.242.29,140.71.42.70,0
73.240.167.252,111.38.11.232,0
161.69.48.219,161.69.45.5,0
67.144.242.29,140.71.42.70,0
102.7.27.104,43.252.225.36,0
66.106.221.1,36.230.97.101,0
67.144.242.29,140.71.42.70,0
198.88.219.20,198.88.218.136,0
73.240.167.252,111.38.11.232,0
210.30.156.219,67.97.174.121,0
67.144.242.29,140.71.42.70,0
20.136.201.27,1.96.145.115,0
43.139.101.122,1.150.171.21,0
67.144.242.29,140.71.42.70,0
5.231.35.9,57.238.204.88,0
73.111.39.41,91.197.127.67,0
161.69.48.219,161.69.45.5,0
107.78.196.44,198.85.16.237,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
64.117.36.250,221.46.221.141,0
67.144.242.29,140.71.42.70,0
140.33.229.32,35.240.203.196,0
73.240.167.252,111.38.11.232,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
146.2.215.244,139.239.81.93,0
210.30.156.219,67.97.174.121,0
198.88.218.136,198.88.219.113,0
140.33.229.32,35.240.203.196,0
140.33.229.32,35.240.203.196,0
67.144.242.29,140.71.42.70,0
73.240.167.252,111.38.11.232,0
73.111.39.41,91.197.127.67,0
199.63.145.75,67.231.121.79,0
67.144.242.29,140.71.42.70,0
73.240.167.252,111.38.11.232,0
161.69.48.219,161.69.45.5,0
102.6.152.193,221.46.220.202,0
154.151.170.182,5.252.90.213,0
119.169.156.187,1.108.200.20,0
212.189.0.98,1.33.50.73,0
198.88.219.20,198.88.218.136,0
73.240.167.252,111.38.11.232,0
67.222.191.94,43.43.40.39,0
210.30.156.219,67.97.174.121,0
210.108.60.12,96.142.129.141,0
161.69.48.219,161.69.45.5,0
73.240.167.252,111.38.11.232,0
102.6.152.193,221.46.220.202,0
201.62.114.163,199.107.71.161,0
61.207.116.65,67.231.121.93,0
142.252.15.121,111.205.25.233,0
65.181.105.19,67.231.114.176,0
110.88.129.247,5.207.250.68,0
210.108.107.117,215.51.103.12,0
210.30.156.219,67.97.174.121,0
15.149.24.15,153.193.151.23,0
198.88.220.252,198.88.219.48,0
65.42.228.60,154.176.75.157,0
73.240.167.252,111.38.11.232,0
28.112.177.42,1.96.167.122,0
15.149.125.111,153.193.143.28,0
43.139.101.116,1.34.110.241,0
43.139.101.116,1.34.110.241,0
43.139.101.116,1.34.110.241,0
147.154.211.238,3.137.155.77,0
220.37.182.125,55.217.230.217,0
155.178.131.250,100.68.137.106,0
161.69.48.219,161.69.45.5,0
153.193.46.95,126.41.121.48,0
102.6.152.193,221.46.220.202,0
153.193.46.95,126.41.121.48,0
102.6.152.193,221.46.220.202,0
107.73.101.206,210.108.86.180,0
73.240.167.252,111.38.11.232,0
220.27.84.26,1.124.120.162,0
208.233.255.235,73.0.235.181,0
220.27.84.26,1.124.120.162,0
120.164.189.126,1.96.167.79,0
73.240.167.252,111.38.11.232,0
107.164.156.141,3.255.85.173,0
15.149.24.15,153.193.151.23,0
210.30.156.219,67.97.174.121,0
183.194.76.24,3.249.21.246,0
161.69.48.219,161.69.45.5,0
73.240.167.252,111.38.11.232,0
5.253.93.205,65.17.119.242,0
35.240.194.241,99.19.230.22,0
112.116.146.18,1.96.167.236,0
120.164.189.126,1.96.167.79,0
69.13.49.131,111.205.25.218,0
102.6.65.51,153.193.47.174,0
69.26.86.113,29.175.227.175,0
102.6.65.51,153.193.47.174,0
210.30.156.219,67.97.174.121,0
73.240.167.252,111.38.11.232,0
43.241.64.65,210.29.34.215,0
73.240.167.252,111.38.11.232,0
120.164.189.126,1.96.167.79,0
161.69.48.219,161.69.45.5,0
153.193.117.23,114.197.159.233,0
198.54.233.208,208.163.38.183,0
73.240.167.252,111.38.11.232,0
74.232.75.170,43.43.40.47,0
130.77.108.8,198.79.233.119,0
120.164.189.126,1.96.167.79,0
138.68.205.169,35.240.203.254,0
153.213.45.226,43.206.171.27,0
120.164.189.126,1.96.167.79,0
73.240.167.252,111.38.11.232,0
161.69.48.219,161.69.45.5,0
153.193.117.23,114.197.159.233,0
73.240.167.252,111.38.11.232,0
120.164.189.126,1.96.167.79,0
220.27.151.117,67.231.121.72,0
209.9.35.132,65.232.156.141,0
74.232.75.170,43.43.40.47,0
104.239.136.238,16.229.61.193,0
120.164.189.126,1.96.167.79,0
198.88.219.116,214.107.119.22,0
142.98.183.255,208.233.255.236,0
198.88.219.49,66.150.217.25,0
73.240.167.252,111.38.11.232,0
204.191.136.185,1.144.157.153,0
103.254.192.13,0.0.0.0,0
161.69.48.219,161.69.45.5,0
1.108.124.252,1.108.195.215,0
73.240.167.252,111.38.11.232,0
146.2.215.129,139.184.87.210,0
74.232.75.170,43.43.40.47,0
139.172.228.138,35.240.203.247,0
73.240.167.252,111.38.11.232,0
139.172.228.138,35.240.203.247,0
128.84.243.87,107.29.112.106,0
161.69.48.219,161.69.45.5,0
99.158.44.123,3.133.60.177,0
73.240.167.252,111.38.11.232,0
128.84.85.166,145.103.116.197,0
74.232.75.170,43.43.40.47,0
114.12.72.83,43.239.46.191,0
201.98.237.214,147.101.52.61,0
73.240.167.252,111.38.11.232,0
111.205.228.146,153.192.176.47,0
142.98.183.255,208.233.255.236,0
58.15.142.96,221.46.220.117,0
137.10.224.133,201.231.4.113,0
161.69.48.219,161.69.45.5,0
146.2.212.117,139.16.85.56,0
137.196.234.2,153.193.46.115,0
49.213.251.202,43.206.171.27,0
137.10.224.133,201.231.4.113,0
120.164.189.126,1.96.167.79,0
43.139.101.171,1.154.40.108,0
74.232.75.170,43.43.40.47,0
146.2.212.74,115.90.31.13,0
64.99.242.199,74.238.229.214,0
128.59.1.109,1.96.166.184,0
198.88.218.136,198.88.219.48,0
120.164.189.126,1.96.167.79,0
183.183.185.153,3.159.91.199,0
120.164.189.126,1.96.167.79,0
100.226.80.90,43.43.40.129,0
161.69.48.219,161.69.45.5,0
221.248.222.158,73.240.167.252,0
128.29.86.96,1.96.166.164,0
74.232.75.170,43.43.40.47,0
198.88.218.136,198.88.219.113,0
140.123.114.43,35.240.203.254,0
161.69.48.219,161.69.45.5,0
127.1.17.92,1.91.242.179,0
97.220.165.136,104.239.136.169,0
97.220.165.136,104.239.136.169,0
97.220.165.136,104.239.136.169,0
146.17.92.242,94.141.92.109,0
116.164.72.68,1.145.49.99,0
5.231.81.101,203.137.246.188,0
116.164.78.232,43.239.177.45,0
5.231.81.101,203.137.246.188,0
221.248.222.158,73.240.167.252,0
153.193.46.64,73.1.63.10,0
109.184.191.20,43.236.96.20,0
107.6.115.58,58.151.214.194,0
161.69.48.219,161.69.45.5,0
68.233.189.125,136.210.174.121,0
198.54.233.192,208.163.38.183,0
153.193.117.23,114.197.159.233,0
134.9.62.74,74.238.249.22,0
160.176.152.225,153.193.12.114,0
130.77.108.8,198.79.233.119,0
210.22.248.105,211.106.132.177,0
160.176.152.225,153.193.12.114,0
161.69.48.219,161.69.45.5,0
43.139.101.117,1.2.38.184,0
116.164.211.33,1.124.175.30,0
160.176.152.225,153.193.12.114,0
74.232.75.170,43.43.40.47,0
153.193.117.23,114.197.159.233,0
101.147.7.97,111.205.25.229,0
73.240.167.252,221.248.222.158,0
73.240.167.252,221.248.222.158,0
99.158.44.123,3.133.60.177,0
73.240.167.252,221.248.222.158,0
161.69.48.219,161.69.45.5,0
73.1.203.33,178.209.197.188,0
73.240.167.252,221.248.222.158,0
128.21.221.219,1.96.166.199,0
74.238.218.21,65.22.119.138,0
153.193.117.23,114.197.159.233,0
208.105.216.61,35.240.203.254,0
134.9.62.74,74.238.249.22,0
43.139.101.155,1.38.59.94,0
65.48.23.47,65.42.237.78,0
65.189.224.230,136.137.82.176,0
154.176.248.127,43.43.40.240,0
146.14.10.206,29.175.227.175,0
146.2.215.244,182.136.148.255,0
161.69.48.219,161.69.45.5,0
216.121.168.250,220.37.182.89,0
142.242.165.146,35.240.203.254,0
153.193.117.23,114.197.159.233,0
39.123.5.218,43.147.198.86,0
100.185.97.190,43.43.40.129,0
117.88.185.176,3.255.88.112,0
128.57.144.158,1.96.167.79,0
214.139.37.244,221.195.204.172,0
116.164.69.140,107.31.73.210,0
137.196.234.2,153.193.46.115,0
161.69.48.219,161.69.45.5,0
117.88.185.176,3.255.88.112,0
117.88.185.176,3.255.88.112,0
108.140.68.1,3.151.127.138,0
117.88.185.176,3.255.88.112,0
119.236.153.33,1.102.86.216,0
73.1.203.33,178.209.197.188,0
74.232.75.170,43.43.40.47,0
221.46.220.59,74.79.109.219,0
153.193.117.23,114.197.159.233,0
129.19.115.6,208.233.255.113,0
161.233.51.164,153.193.12.3,0
183.178.200.50,137.182.9.193,0
15.113.188.155,67.231.121.88,0
55.216.80.5,99.130.88.4,0
43.224.185.37,208.163.38.13,0
43.139.101.117,1.2.38.184,0
107.6.112.233,57.249.52.49,0
161.69.48.219,161.69.45.5,0
146.17.92.205,184.96.243.2,0
119.236.153.33,1.102.86.216,0
99.158.46.180,3.139.254.247,0
210.30.156.144,153.193.46.134,0
210.30.156.144,153.193.46.134,0
153.193.46.117,210.29.34.134,0
74.232.75.170,43.43.40.47,0
153.193.117.23,114.197.159.233,0
74.79.209.220,29.188.51.117,0
198.88.221.44,198.88.219.48,0
183.178.200.50,137.182.9.193,0
55.216.80.5,99.130.88.4,0
183.178.200.50,137.182.9.193,0
136.46.254.19,0.0.0.0,0
65.181.240.145,5.252.33.35,0
101.10.244.205,142.144.146.43,0
13.139.28.66,102.44.68.69,0
146.17.92.242,94.141.92.109,0
161.69.48.219,161.69.45.5,0
43.139.101.118,1.15.174.173,0
99.158.46.180,3.139.254.247,0
73.1.203.33,178.209.197.188,0
219.10.169.172,221.46.221.153,0
43.139.101.102,1.150.38.64,0
146.17.92.205,184.96.243.2,0
153.193.117.23,114.197.159.233,0
74.232.75.170,43.43.40.47,0
111.204.93.198,78.255.34.110,0
198.88.221.44,198.88.219.48,0
201.35.135.185,113.167.156.63,0
55.216.80.5,99.130.88.4,0
65.181.240.145,5.252.33.35,0
211.106.221.82,210.22.248.105,0
199.141.60.93,43.42.238.114,0
161.69.48.219,161.69.45.5,0
112.108.248.228,1.96.167.240,0
147.225.95.249,43.43.40.170,0
73.1.203.33,178.209.197.188,0
74.232.75.170,43.43.40.47,0
198.88.221.44,198.88.219.113,0
10.72.30.126,43.239.218.72,0
153.193.117.23,114.197.159.233,0
146.17.92.205,184.96.243.2,0
73.241.126.187,147.105.51.118,0
198.88.219.113,198.88.218.136,0
161.69.48.219,161.69.45.5,0
74.79.209.220,29.188.51.117,0
87.225.55.208,0.0.0.0,0
74.232.75.170,43.43.40.47,0
168.147.166.80,168.147.23.16,0
153.193.117.23,114.197.159.233,0
71.10.144.119,157.53.7.6,0
146.17.92.205,184.96.243.2,0
161.69.48.219,161.69.45.5,0
43.224.185.36,208.163.37.248,0
207.152.32.141,1.96.167.40,0
74.232.75.170,43.43.40.47,0
153.193.117.23,114.197.159.233,0
79.242.194.236,208.233.255.120,0
128.51.166.225,1.96.167.236,0
107.6.112.233,57.249.52.49,0
161.69.48.219,161.69.45.5,0
90.10.108.198,111.205.228.124,0
146.2.215.129,214.187.243.80,0
153.193.117.23,114.197.159.233,0
90.10.108.198,111.205.228.124,0
117.88.185.176,3.255.88.112,0
146.17.92.205,184.96.243.2,0
43.139.101.148,1.2.210.83,0
146.17.92.205,184.96.243.2,0
142.68.119.236,104.239.136.228,0
106.84.38.251,1.101.127.52,0
161.69.48.219,161.69.45.5,0
87.225.55.208,0.0.0.0,0
