1459947780236776	186	3047424	0	184	3014656	0	0
1459947780472744	185	3046144	1180	183	3013376	1180	0
1459947780704450	185	3044964	2174	182	3010916	3354	0
1459947780942317	185	3043876	3006	183	3009928	4001	0
1459947781184105	187	3045433	4206	185	3011577	5208	0
1459947781424639	186	3045588	4020	184	3011817	5022	0
1459947781661670	187	3047011	5017	185	3013318	6013	0
1459947781936726	187	3048323	5834	185	3014702	6819	0
1459947782172911	186	3048252	5442	183	3013418	7469	0
1459947782413553	187	3049467	6136	184	3013514	6974	0
1459947782651876	186	3049307	5803	184	3013603	6511	0
1459947782891308	187	3050439	6393	185	3014965	7257	0
1459947783132131	187	3051483	6855	185	3016220	7847	0
1459947783368071	187	3052445	7206	184	3016097	7345	0
1459947783609577	189	3055892	9821	188	3021104	11387	0
1459947783855122	192	3062910	15523	190	3028280	17112	0
1459947784102216	192	3069380	20274	189	3033615	20693	0
1459947784350621	191	3074064	23008	189	3038533	23610	0
1459947784586952	185	3070702	24308	183	3035387	24664	0
1459947784825143	186	3068883	24084	184	3033767	24230	0
1459947785060165	186	3067206	23747	183	3030993	24893	0
1459947785298704	186	3065660	23315	184	3029716	24124	0
1459947785538296	186	3064235	22806	183	3027259	24503	0
1459947785783908	186	3062921	22234	184	3026274	23495	0
1459947786025158	187	3062990	20559	185	3026646	22002	0
1459947786267738	187	3063053	19010	184	3025709	21146	0
1459947786502828	186	3061831	18649	183	3023565	21469	0
1459947786746109	188	3063265	18514	184	3022868	20432	0
1459947786980092	187	3063307	17106	183	3020946	20606	0
1459947787215867	186	3062066	16912	183	3019174	20628	0
1459947787458412	187	3062202	15715	184	3018821	19341	0
1459947787707150	188	3063607	15782	185	3019775	18709	0
1459947787951596	187	3063622	14563	184	3019375	17615	0
1459947788197256	187	3063636	13438	184	3019006	16577	0
1459947788434640	186	3062369	13555	183	3017386	16774	0
1459947788674300	186	3061201	13572	182	3014612	18019	0
1459947788912981	185	3058844	14683	183	3013335	17787	0
1459947789150523	186	3057951	14357	183	3012158	17481	0
1459947789391858	186	3057128	13993	183	3011073	17115	0
1459947789630011	186	3056369	13597	182	3008792	17878	0
1459947789867974	185	3054390	14358	182	3006690	18418	0
1459947790105765	186	3053845	13737	183	3006032	17585	0
1459947790343512	186	3053343	13125	182	3004145	17949	0
1459947790580702	186	3052880	12525	182	3002406	18148	0
1459947790819485	187	3053733	12333	184	3003363	17612	0
1459947791055646	187	3054520	12094	183	3002965	16602	0
1459947791293704	187	3055245	11817	184	3003878	16146	0
1459947791531435	186	3054633	11456	182	3002160	16467	0
1459947791774065	188	3056629	12401	184	3003136	16080	0
1459947792014759	187	3057189	11949	184	3004036	15652	0
1459947792255651	187	3057706	11491	183	3003585	14844	0
1459947792495789	187	3058182	11032	183	3003169	14066	0
1459947792734759	187	3058621	10575	182	3001506	14499	0
1459947792978642	186	3057746	10554	183	3001253	13598	0
1459947793221580	186	3056939	10472	181	2998460	15109	0
1459947793459889	186	3056195	10338	182	2997165	15121	0
1459947793698213	186	3055509	10161	181	2994691	16219	0
1459947793938123	187	3056157	9964	183	2994970	15208	0
1459947794172273	186	3055474	9813	182	2993947	14961	0
1459947794408050	186	3054845	9625	183	2994284	14103	0
1459947794647468	186	3054265	9407	184	2995875	14468	0
1459947794888221	186	3053730	9164	184	2997342	14689	0
1459947795129450	187	3054517	9173	183	2997414	13608	0
1459947795367245	186	3053962	8966	183	2997481	12605	0
1459947795608387	186	3053451	8735	184	2998822	12857	0
1459947795848859	186	3052980	8486	185	3001339	14172	0
1459947796090140	187	3053825	8602	185	3003659	15203	0
1459947796327624	187	3054604	8648	185	3005798	15987	0
1459947796560496	186	3054043	8489	184	3006490	15375	0
1459947796787604	184	3050965	10661	181	3003287	17124	0
1459947797012000	183	3046848	13623	181	3000335	18507	0
1459947797249655	185	3045613	13696	183	3000173	17209	0
