1459947871376344	133	2179072	0	132	2162688	0	0
1459947871378266	133	2179072	0	131	2161408	1180	0
1459947871380294	137	2184192	4720	134	2164068	3539	0
1459947871382352	138	2190192	9882	134	2166520	5522	0
1459947871384172	132	2188043	11089	127	2159820	11265	0
1459947871386051	130	2183502	14408	127	2153644	16077	0
1459947871387992	132	2181875	14780	129	2150510	17708	0
1459947871390001	136	2185496	16963	134	2154021	19561	0
1459947871391982	138	2191394	21074	136	2159818	23376	0
1459947871393558	123	2177631	32114	123	2148522	31962	0
1459947871395245	127	2170063	36581	125	2140668	36703	0
1459947871396780	125	2160526	42514	123	2130868	42869	0
1459947871398420	128	2155574	43756	126	2125673	44307	0
1459947871400355	133	2157409	42029	130	2126004	41150	0
1459947871402320	132	2157821	39125	131	2127589	39397	0
1459947871404166	131	2156921	36897	129	2126491	37331	0
1459947871405887	124	2147131	43038	121	2115238	44786	0
1459947871407975	136	2153466	45515	133	2120225	45884	0
1459947871409901	132	2154186	42623	130	2120982	42997	0
1459947871411812	137	2161250	45805	131	2122960	41460	0
1459947871413551	135	2165202	45869	131	2124783	39901	0
1459947871415172	129	2161165	46006	125	2118784	42313	0
1459947871417012	131	2160003	43481	128	2117094	40564	0
1459947871418876	133	2161492	41457	131	2119376	39497	0
1459947871421156	146	2179505	54824	141	2134279	50150	0
1459947871423138	135	2182031	52868	134	2139058	50638	0
1459947871425176	136	2185639	52063	134	2143464	50742	0
1459947871427157	135	2187685	49882	131	2143685	46981	0
1459947871428607	108	2155012	76104	106	2111889	72621	0
1459947871430296	134	2158171	73070	131	2114577	69425	0
1459947871431910	129	2154683	70575	124	2108095	69975	0
1459947871433688	133	2156588	66817	129	2108520	64899	0
1459947871435711	136	2162184	66755	134	2115311	66089	0
1459947871437517	134	2164783	63935	131	2117732	63157	0
1459947871439396	140	2174859	68229	137	2127644	67359	0
1459947871441128	132	2173908	63774	128	2125261	64292	0
1459947871442747	127	2166631	65499	124	2117944	66013	0
1459947871444403	130	2163762	63024	129	2117599	61172	0
1459947871446366	134	2166238	60382	132	2121121	59639	0
1459947871448603	137	2172360	61308	133	2125648	59152	0
1459947871450471	131	2170324	58394	129	2124701	55402	0
1459947871452274	132	2169727	54380	130	2125108	51448	0
1459947871454055	129	2165337	54177	131	2126763	48954	0
