"","ow","n_good","n_evil","p_good","p_evil","n_fwd","n_div","p_fwd","p_div","n_tp","n_fp","tpr","fpr","log2n","log2m","t"
"307",819,13078,3306,0.7982177734375,0.2017822265625,13201,3183,0.80572509765625,0.19427490234375,3183,0,0.962794918330309,0,24,14,128
"308",820,13107,3277,0.79998779296875,0.20001220703125,13215,3169,0.80657958984375,0.19342041015625,3169,0,0.967043027158987,0,24,14,128
"309",821,13119,3265,0.80072021484375,0.19927978515625,13232,3152,0.8076171875,0.1923828125,3152,0,0.965390505359877,0,24,14,128
"310",822,13083,3301,0.79852294921875,0.20147705078125,13200,3184,0.8056640625,0.1943359375,3184,0,0.964556195092396,0,24,14,128
"311",823,13179,3205,0.80438232421875,0.19561767578125,13278,3106,0.8104248046875,0.1895751953125,3106,0,0.969110764430577,0,24,14,128
"312",824,13080,3304,0.79833984375,0.20166015625,13195,3189,0.80535888671875,0.19464111328125,3189,0,0.965193704600484,0,24,14,128
"313",825,13040,3344,0.7958984375,0.2041015625,13157,3227,0.80303955078125,0.19696044921875,3227,0,0.965011961722488,0,24,14,128
"314",826,13097,3287,0.79937744140625,0.20062255859375,13212,3172,0.806396484375,0.193603515625,3172,0,0.965013690295102,0,24,14,128
"315",827,13122,3262,0.8009033203125,0.1990966796875,13225,3159,0.80718994140625,0.19281005859375,3152,7,0.966278356836297,0.000533455265965554,24,14,128
"316",828,13116,3268,0.800537109375,0.199462890625,13232,3152,0.8076171875,0.1923828125,3152,0,0.964504283965728,0,24,14,128
"317",829,13065,3319,0.79742431640625,0.20257568359375,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.956010846640554,0,24,14,128
"318",830,13097,3287,0.79937744140625,0.20062255859375,13201,3183,0.80572509765625,0.19427490234375,3183,0,0.96836020687557,0,24,14,128
"319",831,13048,3336,0.79638671875,0.20361328125,13174,3210,0.8040771484375,0.1959228515625,3210,0,0.962230215827338,0,24,14,128
"320",832,13117,3267,0.80059814453125,0.19940185546875,13265,3119,0.80963134765625,0.19036865234375,3119,0,0.954698500153046,0,24,14,128
"321",833,13069,3315,0.79766845703125,0.20233154296875,13189,3195,0.80499267578125,0.19500732421875,3195,0,0.963800904977376,0,24,14,128
"322",834,13125,3259,0.80108642578125,0.19891357421875,13248,3136,0.80859375,0.19140625,3136,0,0.962258361460571,0,24,14,128
"323",835,13104,3280,0.7998046875,0.2001953125,13209,3175,0.80621337890625,0.19378662109375,3175,0,0.967987804878049,0,24,14,128
"324",836,13157,3227,0.80303955078125,0.19696044921875,13263,3121,0.80950927734375,0.19049072265625,3121,0,0.96715215370313,0,24,14,128
"325",837,13078,3306,0.7982177734375,0.2017822265625,13179,3205,0.80438232421875,0.19561767578125,3205,0,0.969449485783424,0,24,14,128
"326",838,13118,3266,0.8006591796875,0.1993408203125,13207,3177,0.80609130859375,0.19390869140625,3177,0,0.972749540722596,0,24,14,128
"327",839,13203,3181,0.80584716796875,0.19415283203125,13310,3074,0.8123779296875,0.1876220703125,3074,0,0.966362779000314,0,24,14,128
"328",840,13042,3342,0.7960205078125,0.2039794921875,13148,3236,0.802490234375,0.197509765625,3236,0,0.968282465589467,0,24,14,128
"329",841,13061,3323,0.79718017578125,0.20281982421875,13157,3227,0.80303955078125,0.19696044921875,3227,0,0.971110442371351,0,24,14,128
"330",842,13151,3233,0.80267333984375,0.19732666015625,13254,3130,0.8089599609375,0.1910400390625,3130,0,0.968141045468605,0,24,14,128
"331",843,13100,3284,0.799560546875,0.200439453125,13220,3164,0.806884765625,0.193115234375,3164,0,0.963459196102314,0,24,14,128
"332",844,13128,3256,0.80126953125,0.19873046875,13228,3156,0.807373046875,0.192626953125,3156,0,0.969287469287469,0,24,14,128
"333",845,13153,3231,0.80279541015625,0.19720458984375,13252,3132,0.808837890625,0.191162109375,3132,0,0.969359331476323,0,24,14,128
"334",846,13116,3268,0.800537109375,0.199462890625,13217,3167,0.80670166015625,0.19329833984375,3167,0,0.969094247246022,0,24,14,128
"335",847,13039,3345,0.79583740234375,0.20416259765625,13126,3258,0.8011474609375,0.1988525390625,3258,0,0.973991031390135,0,24,14,128
"336",848,13068,3316,0.797607421875,0.202392578125,13189,3195,0.80499267578125,0.19500732421875,3195,0,0.96351025331725,0,24,14,128
"337",849,13151,3233,0.80267333984375,0.19732666015625,13219,3165,0.80682373046875,0.19317626953125,3165,0,0.978966903804516,0,24,14,128
"338",850,13156,3228,0.802978515625,0.197021484375,13255,3129,0.80902099609375,0.19097900390625,3129,0,0.969330855018587,0,24,14,128
"339",851,13194,3190,0.8052978515625,0.1947021484375,13281,3103,0.81060791015625,0.18939208984375,3103,0,0.972727272727273,0,24,14,128
"340",852,13044,3340,0.796142578125,0.203857421875,13126,3258,0.8011474609375,0.1988525390625,3258,0,0.975449101796407,0,24,14,128
"341",853,13120,3264,0.80078125,0.19921875,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.972120098039216,0,24,14,128
"342",854,13128,3256,0.80126953125,0.19873046875,13223,3161,0.80706787109375,0.19293212890625,3161,0,0.970823095823096,0,24,14,128
"343",855,13160,3224,0.80322265625,0.19677734375,13236,3148,0.807861328125,0.192138671875,3148,0,0.976426799007444,0,24,14,128
"344",856,13116,3268,0.800537109375,0.199462890625,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.972460220318237,0,24,14,128
"345",857,13100,3284,0.799560546875,0.200439453125,13198,3186,0.8055419921875,0.1944580078125,3186,0,0.970158343483557,0,24,14,128
"346",858,13188,3196,0.804931640625,0.195068359375,13284,3100,0.810791015625,0.189208984375,3100,0,0.969962453066333,0,24,14,128
"347",859,13068,3316,0.797607421875,0.202392578125,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.970747889022919,0,24,14,128
"348",860,13185,3199,0.80474853515625,0.19525146484375,13289,3095,0.81109619140625,0.18890380859375,3095,0,0.96748984057518,0,24,14,128
"349",861,13096,3288,0.79931640625,0.20068359375,13201,3183,0.80572509765625,0.19427490234375,3183,0,0.968065693430657,0,24,14,128
"350",862,13166,3218,0.8035888671875,0.1964111328125,13271,3113,0.80999755859375,0.19000244140625,3113,0,0.967371037911746,0,24,14,128
"351",863,13045,3339,0.79620361328125,0.20379638671875,13155,3229,0.80291748046875,0.19708251953125,3229,0,0.967056004791854,0,24,14,128
"352",864,13150,3234,0.8026123046875,0.1973876953125,13245,3139,0.80841064453125,0.19158935546875,3139,0,0.970624613481756,0,24,14,128
"353",865,13141,3243,0.80206298828125,0.19793701171875,13264,3120,0.8095703125,0.1904296875,3120,0,0.962072155411656,0,24,14,128
"354",866,13172,3212,0.803955078125,0.196044921875,13261,3123,0.80938720703125,0.19061279296875,3123,0,0.972291407222914,0,24,14,128
"355",867,13011,3373,0.79412841796875,0.20587158203125,13114,3270,0.8004150390625,0.1995849609375,3270,0,0.96946338571005,0,24,14,128
"356",868,13109,3275,0.80010986328125,0.19989013671875,13208,3176,0.80615234375,0.19384765625,3176,0,0.969770992366412,0,24,14,128
"357",869,13037,3347,0.79571533203125,0.20428466796875,13134,3250,0.8016357421875,0.1983642578125,3250,0,0.971018822826412,0,24,14,128
"358",870,13168,3216,0.8037109375,0.1962890625,13261,3123,0.80938720703125,0.19061279296875,3123,0,0.971082089552239,0,24,14,128
"359",871,13117,3267,0.80059814453125,0.19940185546875,13230,3154,0.8074951171875,0.1925048828125,3154,0,0.96541169268442,0,24,14,128
"360",872,13139,3245,0.80194091796875,0.19805908203125,13212,3172,0.806396484375,0.193603515625,3172,0,0.977503852080123,0,24,14,128
"361",873,13017,3367,0.79449462890625,0.20550537109375,13101,3283,0.79962158203125,0.20037841796875,3283,0,0.975051975051975,0,24,14,128
"362",874,13124,3260,0.801025390625,0.198974609375,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.973312883435583,0,24,14,128
"363",875,13044,3340,0.796142578125,0.203857421875,13120,3264,0.80078125,0.19921875,3264,0,0.977245508982036,0,24,14,128
"364",876,13194,3190,0.8052978515625,0.1947021484375,13299,3085,0.81170654296875,0.18829345703125,3085,0,0.967084639498433,0,24,14,128
"365",877,13225,3159,0.80718994140625,0.19281005859375,13312,3072,0.8125,0.1875,3072,0,0.972459639126306,0,24,14,128
"366",878,13130,3254,0.8013916015625,0.1986083984375,13228,3156,0.807373046875,0.192626953125,3156,0,0.969883220651506,0,24,14,128
"367",879,13115,3269,0.80047607421875,0.19952392578125,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.978280819822576,0,24,14,128
"368",880,13086,3298,0.7987060546875,0.2012939453125,13184,3200,0.8046875,0.1953125,3200,0,0.970285021224985,0,24,14,128
"369",881,13045,3339,0.79620361328125,0.20379638671875,13140,3244,0.802001953125,0.197998046875,3244,0,0.971548367774783,0,24,14,128
"370",882,13113,3271,0.80035400390625,0.19964599609375,13198,3186,0.8055419921875,0.1944580078125,3186,0,0.974014062977683,0,24,14,128
"371",883,13100,3284,0.799560546875,0.200439453125,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.973812423873325,0,24,14,128
"372",884,13117,3267,0.80059814453125,0.19940185546875,13226,3158,0.8072509765625,0.1927490234375,3158,0,0.966636057545148,0,24,14,128
"373",885,13158,3226,0.8031005859375,0.1968994140625,13250,3134,0.8087158203125,0.1912841796875,3134,0,0.971481711097334,0,24,14,128
"374",886,13071,3313,0.79779052734375,0.20220947265625,13184,3200,0.8046875,0.1953125,3200,0,0.965891940839119,0,24,14,128
"375",887,13092,3292,0.799072265625,0.200927734375,13179,3205,0.80438232421875,0.19561767578125,3205,0,0.973572296476306,0,24,14,128
"376",888,13069,3315,0.79766845703125,0.20233154296875,13152,3232,0.802734375,0.197265625,3232,0,0.974962292609351,0,24,14,128
"377",889,13112,3272,0.80029296875,0.19970703125,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.977383863080685,0,24,14,128
"378",890,13043,3341,0.79608154296875,0.20391845703125,13138,3246,0.8018798828125,0.1981201171875,3246,0,0.971565399580964,0,24,14,128
"379",891,13107,3277,0.79998779296875,0.20001220703125,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.969789441562405,0,24,14,128
"380",892,13156,3228,0.802978515625,0.197021484375,13236,3148,0.807861328125,0.192138671875,3148,0,0.975216852540273,0,24,14,128
"381",893,13083,3301,0.79852294921875,0.20147705078125,13172,3212,0.803955078125,0.196044921875,3212,0,0.973038473189942,0,24,14,128
"382",894,13072,3312,0.7978515625,0.2021484375,13156,3228,0.802978515625,0.197021484375,3228,0,0.97463768115942,0,24,14,128
"383",895,13072,3312,0.7978515625,0.2021484375,13157,3227,0.80303955078125,0.19696044921875,3227,0,0.974335748792271,0,24,14,128
"384",896,13180,3204,0.804443359375,0.195556640625,13282,3102,0.8106689453125,0.1893310546875,3102,0,0.968164794007491,0,24,14,128
"385",897,13009,3375,0.79400634765625,0.20599365234375,13108,3276,0.800048828125,0.199951171875,3276,0,0.970666666666667,0,24,14,128
"386",898,13158,3226,0.8031005859375,0.1968994140625,13246,3138,0.8084716796875,0.1915283203125,3138,0,0.972721636701798,0,24,14,128
"387",899,13120,3264,0.80078125,0.19921875,13187,3197,0.80487060546875,0.19512939453125,3197,0,0.979473039215686,0,24,14,128
"388",900,13122,3262,0.8009033203125,0.1990966796875,13219,3165,0.80682373046875,0.19317626953125,3165,0,0.970263641937462,0,24,14,128
"389",901,13091,3293,0.79901123046875,0.20098876953125,13191,3193,0.80511474609375,0.19488525390625,3193,0,0.969632553902217,0,24,14,128
"390",902,13024,3360,0.794921875,0.205078125,13123,3261,0.80096435546875,0.19903564453125,3261,0,0.970535714285714,0,24,14,128
"391",903,13141,3243,0.80206298828125,0.19793701171875,13226,3158,0.8072509765625,0.1927490234375,3158,0,0.973789700894234,0,24,14,128
"392",904,13050,3334,0.7965087890625,0.2034912109375,13146,3238,0.8023681640625,0.1976318359375,3238,0,0.97120575884823,0,24,14,128
"393",905,13013,3371,0.79425048828125,0.20574951171875,13094,3290,0.7991943359375,0.2008056640625,3290,0,0.975971521803619,0,24,14,128
"394",906,13095,3289,0.79925537109375,0.20074462890625,13182,3202,0.8045654296875,0.1954345703125,3202,0,0.973548190939495,0,24,14,128
"395",907,13014,3370,0.7943115234375,0.2056884765625,13114,3270,0.8004150390625,0.1995849609375,3270,0,0.970326409495549,0,24,14,128
"396",908,13078,3306,0.7982177734375,0.2017822265625,13170,3214,0.8038330078125,0.1961669921875,3214,0,0.972171808832426,0,24,14,128
"397",909,13087,3297,0.79876708984375,0.20123291015625,13181,3203,0.80450439453125,0.19549560546875,3203,0,0.97148923263573,0,24,14,128
"398",910,13078,3306,0.7982177734375,0.2017822265625,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.973684210526316,0,24,14,128
"399",911,13137,3247,0.80181884765625,0.19818115234375,13199,3185,0.80560302734375,0.19439697265625,3185,0,0.98090545118571,0,24,14,128
"400",912,13042,3342,0.7960205078125,0.2039794921875,13146,3238,0.8023681640625,0.1976318359375,3238,0,0.968880909634949,0,24,14,128
"401",913,13095,3289,0.79925537109375,0.20074462890625,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.978716935238674,0,24,14,128
"402",914,13212,3172,0.806396484375,0.193603515625,13302,3082,0.8118896484375,0.1881103515625,3082,0,0.971626733921816,0,24,14,128
"403",915,13077,3307,0.79815673828125,0.20184326171875,13171,3213,0.80389404296875,0.19610595703125,3213,0,0.971575446023586,0,24,14,128
"404",916,13156,3228,0.802978515625,0.197021484375,13230,3154,0.8074951171875,0.1925048828125,3154,0,0.977075588599752,0,24,14,128
"405",917,13180,3204,0.804443359375,0.195556640625,13258,3126,0.8092041015625,0.1907958984375,3126,0,0.975655430711611,0,24,14,128
"406",918,13004,3380,0.793701171875,0.206298828125,13112,3272,0.80029296875,0.19970703125,3272,0,0.968047337278107,0,24,14,128
"407",919,13147,3237,0.80242919921875,0.19757080078125,13237,3147,0.80792236328125,0.19207763671875,3147,0,0.972196478220575,0,24,14,128
"408",920,13166,3218,0.8035888671875,0.1964111328125,13258,3126,0.8092041015625,0.1907958984375,3126,0,0.971410814170292,0,24,14,128
"409",921,13114,3270,0.8004150390625,0.1995849609375,13201,3183,0.80572509765625,0.19427490234375,3183,0,0.973394495412844,0,24,14,128
"410",922,13145,3239,0.80230712890625,0.19769287109375,13229,3155,0.80743408203125,0.19256591796875,3155,0,0.974066069774622,0,24,14,128
"411",923,13192,3192,0.80517578125,0.19482421875,13284,3100,0.810791015625,0.189208984375,3100,0,0.971177944862155,0,24,14,128
"412",924,13110,3274,0.8001708984375,0.1998291015625,13185,3199,0.80474853515625,0.19525146484375,3199,0,0.977092241905925,0,24,14,128
"413",925,13124,3260,0.801025390625,0.198974609375,13220,3164,0.806884765625,0.193115234375,3162,2,0.969938650306748,0.000152392563242914,24,14,128
"414",926,13123,3261,0.80096435546875,0.19903564453125,13215,3169,0.80657958984375,0.19342041015625,3169,0,0.97178779515486,0,24,14,128
"415",927,13137,3247,0.80181884765625,0.19818115234375,13247,3137,0.80853271484375,0.19146728515625,3137,0,0.966122574684324,0,24,14,128
"416",928,13181,3203,0.80450439453125,0.19549560546875,13308,3076,0.812255859375,0.187744140625,3076,0,0.960349672182329,0,24,14,128
"417",929,13049,3335,0.79644775390625,0.20355224609375,13151,3233,0.80267333984375,0.19732666015625,3233,0,0.969415292353823,0,24,14,128
"418",930,13134,3250,0.8016357421875,0.1983642578125,13234,3150,0.8077392578125,0.1922607421875,3150,0,0.969230769230769,0,24,14,128
"419",931,12970,3414,0.7916259765625,0.2083740234375,13090,3294,0.7989501953125,0.2010498046875,3294,0,0.964850615114236,0,24,14,128
"420",932,13138,3246,0.8018798828125,0.1981201171875,13223,3161,0.80706787109375,0.19293212890625,3161,0,0.973813924830561,0,24,14,128
"421",933,13092,3292,0.799072265625,0.200927734375,13174,3210,0.8040771484375,0.1959228515625,3210,0,0.975091130012151,0,24,14,128
"422",934,13104,3280,0.7998046875,0.2001953125,13166,3218,0.8035888671875,0.1964111328125,3218,0,0.98109756097561,0,24,14,128
"423",935,13064,3320,0.79736328125,0.20263671875,12684,3700,0.774169921875,0.225830078125,3247,453,0.978012048192771,0.0346754439681568,24,14,128
"424",936,13058,3326,0.7969970703125,0.2030029296875,13145,3239,0.80230712890625,0.19769287109375,3239,0,0.973842453397474,0,24,14,128
"425",937,13107,3277,0.79998779296875,0.20001220703125,13177,3207,0.80426025390625,0.19573974609375,3207,0,0.978638999084529,0,24,14,128
"426",938,13005,3379,0.79376220703125,0.20623779296875,13103,3281,0.79974365234375,0.20025634765625,3281,0,0.970997336490086,0,24,14,128
"427",939,13163,3221,0.80340576171875,0.19659423828125,13245,3139,0.80841064453125,0.19158935546875,3139,0,0.974542067680845,0,24,14,128
"428",940,13099,3285,0.79949951171875,0.20050048828125,13176,3208,0.80419921875,0.19580078125,3208,0,0.976560121765601,0,24,14,128
"429",941,13168,3216,0.8037109375,0.1962890625,13249,3135,0.80865478515625,0.19134521484375,3135,0,0.974813432835821,0,24,14,128
"430",942,13087,3297,0.79876708984375,0.20123291015625,13171,3213,0.80389404296875,0.19610595703125,3213,0,0.974522292993631,0,24,14,128
"431",943,13056,3328,0.796875,0.203125,13136,3248,0.8017578125,0.1982421875,3248,0,0.975961538461538,0,24,14,128
"432",944,13067,3317,0.79754638671875,0.20245361328125,13151,3233,0.80267333984375,0.19732666015625,3233,0,0.974675911968646,0,24,14,128
"433",945,13140,3244,0.802001953125,0.197998046875,13213,3171,0.80645751953125,0.19354248046875,3171,0,0.977496917385943,0,24,14,128
"434",946,13041,3343,0.79595947265625,0.20404052734375,13124,3260,0.801025390625,0.198974609375,3260,0,0.97517200119653,0,24,14,128
"435",947,13146,3238,0.8023681640625,0.1976318359375,13229,3155,0.80743408203125,0.19256591796875,3155,0,0.974366893143916,0,24,14,128
"436",948,13114,3270,0.8004150390625,0.1995849609375,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.971865443425076,0,24,14,128
"437",949,13153,3231,0.80279541015625,0.19720458984375,13231,3153,0.80755615234375,0.19244384765625,3153,0,0.97585886722377,0,24,14,128
"438",950,13038,3346,0.7957763671875,0.2042236328125,13126,3258,0.8011474609375,0.1988525390625,3258,0,0.973699940227137,0,24,14,128
"439",951,13193,3191,0.80523681640625,0.19476318359375,13266,3118,0.8096923828125,0.1903076171875,3118,0,0.977123158884362,0,24,14,128
"440",952,12999,3385,0.79339599609375,0.20660400390625,13088,3296,0.798828125,0.201171875,3296,0,0.97370753323486,0,24,14,128
"441",953,13099,3285,0.79949951171875,0.20050048828125,13178,3206,0.8043212890625,0.1956787109375,3206,0,0.975951293759513,0,24,14,128
"442",954,13104,3280,0.7998046875,0.2001953125,13178,3206,0.8043212890625,0.1956787109375,3206,0,0.977439024390244,0,24,14,128
"443",955,13130,3254,0.8013916015625,0.1986083984375,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.975107559926245,0,24,14,128
"444",956,13137,3247,0.80181884765625,0.19818115234375,13205,3179,0.80596923828125,0.19403076171875,3179,0,0.979057591623037,0,24,14,128
"445",957,13093,3291,0.79913330078125,0.20086669921875,13191,3193,0.80511474609375,0.19488525390625,3193,0,0.970221817076876,0,24,14,128
"446",958,13145,3239,0.80230712890625,0.19769287109375,13208,3176,0.80615234375,0.19384765625,3176,0,0.980549552330966,0,24,14,128
"447",959,13087,3297,0.79876708984375,0.20123291015625,13173,3211,0.80401611328125,0.19598388671875,3211,0,0.97391568092205,0,24,14,128
"448",960,13078,3306,0.7982177734375,0.2017822265625,13160,3224,0.80322265625,0.19677734375,3224,0,0.975196612220206,0,24,14,128
"449",961,13051,3333,0.79656982421875,0.20343017578125,13132,3252,0.801513671875,0.198486328125,3252,0,0.975697569756976,0,24,14,128
"450",962,13099,3285,0.79949951171875,0.20050048828125,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.979908675799087,0,24,14,128
"451",963,13057,3327,0.79693603515625,0.20306396484375,13137,3247,0.80181884765625,0.19818115234375,3247,0,0.975954313195071,0,24,14,128
"452",964,13100,3284,0.799560546875,0.200439453125,13171,3213,0.80389404296875,0.19610595703125,3213,0,0.978380024360536,0,24,14,128
"453",965,13114,3270,0.8004150390625,0.1995849609375,13197,3187,0.80548095703125,0.19451904296875,3187,0,0.974617737003058,0,24,14,128
"454",966,13118,3266,0.8006591796875,0.1993408203125,13195,3189,0.80535888671875,0.19464111328125,3189,0,0.97642375995101,0,24,14,128
"455",967,13026,3358,0.7950439453125,0.2049560546875,13095,3289,0.79925537109375,0.20074462890625,3289,0,0.979452054794521,0,24,14,128
"456",968,13113,3271,0.80035400390625,0.19964599609375,13213,3171,0.80645751953125,0.19354248046875,3171,0,0.969428309385509,0,24,14,128
"457",969,12985,3399,0.79254150390625,0.20745849609375,13097,3287,0.79937744140625,0.20062255859375,3287,0,0.967049132097676,0,24,14,128
"458",970,13083,3301,0.79852294921875,0.20147705078125,13173,3211,0.80401611328125,0.19598388671875,3211,0,0.972735534686459,0,24,14,128
"459",971,13101,3283,0.79962158203125,0.20037841796875,13173,3211,0.80401611328125,0.19598388671875,3211,0,0.978068839476089,0,24,14,128
"460",972,13055,3329,0.79681396484375,0.20318603515625,13133,3251,0.80157470703125,0.19842529296875,3251,0,0.976569540402523,0,24,14,128
"461",973,13022,3362,0.7947998046875,0.2052001953125,13097,3287,0.79937744140625,0.20062255859375,3287,0,0.977691850089233,0,24,14,128
"462",974,13191,3193,0.80511474609375,0.19488525390625,13269,3115,0.80987548828125,0.19012451171875,3115,0,0.975571562793611,0,24,14,128
"463",975,12957,3427,0.79083251953125,0.20916748046875,13016,3368,0.79443359375,0.20556640625,3368,0,0.982783775897286,0,24,14,128
"464",976,13060,3324,0.797119140625,0.202880859375,13136,3248,0.8017578125,0.1982421875,3248,0,0.977135980746089,0,24,14,128
"465",977,13087,3297,0.79876708984375,0.20123291015625,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.969972702456779,0,24,14,128
"466",978,13041,3343,0.79595947265625,0.20404052734375,13115,3269,0.80047607421875,0.19952392578125,3269,0,0.97786419383787,0,24,14,128
"467",979,13089,3295,0.79888916015625,0.20111083984375,13183,3201,0.80462646484375,0.19537353515625,3201,0,0.971471927162367,0,24,14,128
"468",980,13062,3322,0.7972412109375,0.2027587890625,13144,3240,0.80224609375,0.19775390625,3240,0,0.975316074653823,0,24,14,128
"469",981,13110,3274,0.8001708984375,0.1998291015625,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.976786805131338,0,24,14,128
"470",982,13207,3177,0.80609130859375,0.19390869140625,13287,3097,0.81097412109375,0.18902587890625,3097,0,0.974819011646207,0,24,14,128
"471",983,13133,3251,0.80157470703125,0.19842529296875,13227,3157,0.80731201171875,0.19268798828125,3157,0,0.97108581974777,0,24,14,128
"472",984,13105,3279,0.79986572265625,0.20013427734375,13191,3193,0.80511474609375,0.19488525390625,3193,0,0.973772491613297,0,24,14,128
"473",985,13066,3318,0.7974853515625,0.2025146484375,13121,3263,0.80084228515625,0.19915771484375,3263,0,0.983423749246534,0,24,14,128
"474",986,13167,3217,0.80364990234375,0.19635009765625,13217,3167,0.80670166015625,0.19329833984375,3167,0,0.984457569163817,0,24,14,128
"475",987,13086,3298,0.7987060546875,0.2012939453125,13154,3230,0.8028564453125,0.1971435546875,3230,0,0.979381443298969,0,24,14,128
"476",988,13137,3247,0.80181884765625,0.19818115234375,13233,3151,0.80767822265625,0.19232177734375,3151,0,0.970434246997228,0,24,14,128
"477",989,13090,3294,0.7989501953125,0.2010498046875,13166,3218,0.8035888671875,0.1964111328125,3218,0,0.976927747419551,0,24,14,128
"478",990,13091,3293,0.79901123046875,0.20098876953125,13190,3194,0.8050537109375,0.1949462890625,3194,0,0.969936228363195,0,24,14,128
"479",991,13044,3340,0.796142578125,0.203857421875,13123,3261,0.80096435546875,0.19903564453125,3261,0,0.976347305389222,0,24,14,128
"480",992,13027,3357,0.79510498046875,0.20489501953125,13089,3295,0.79888916015625,0.20111083984375,3295,0,0.981531128984212,0,24,14,128
"481",993,13132,3252,0.801513671875,0.198486328125,13209,3175,0.80621337890625,0.19378662109375,3175,0,0.976322263222632,0,24,14,128
"482",994,13108,3276,0.800048828125,0.199951171875,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.982600732600733,0,24,14,128
"483",995,13152,3232,0.802734375,0.197265625,13232,3152,0.8076171875,0.1923828125,3152,0,0.975247524752475,0,24,14,128
"484",996,13116,3268,0.800537109375,0.199462890625,13207,3177,0.80609130859375,0.19390869140625,3177,0,0.972154222766218,0,24,14,128
"485",997,13115,3269,0.80047607421875,0.19952392578125,13196,3188,0.805419921875,0.194580078125,3188,0,0.975221780360967,0,24,14,128
"486",998,13171,3213,0.80389404296875,0.19610595703125,13267,3117,0.80975341796875,0.19024658203125,3117,0,0.970121381886088,0,24,14,128
"487",999,13074,3310,0.7979736328125,0.2020263671875,13133,3251,0.80157470703125,0.19842529296875,3251,0,0.982175226586103,0,24,14,128
"488",1000,13168,3216,0.8037109375,0.1962890625,13222,3162,0.8070068359375,0.1929931640625,3162,0,0.983208955223881,0,24,14,128
"489",1001,13018,3366,0.7945556640625,0.2054443359375,13079,3305,0.79827880859375,0.20172119140625,3305,0,0.981877599524658,0,24,14,128
"490",1002,13072,3312,0.7978515625,0.2021484375,13139,3245,0.80194091796875,0.19805908203125,3245,0,0.979770531400966,0,24,14,128
"491",1003,12998,3386,0.7933349609375,0.2066650390625,13082,3302,0.7984619140625,0.2015380859375,3302,0,0.975191966922623,0,24,14,128
"492",1004,13079,3305,0.79827880859375,0.20172119140625,13140,3244,0.802001953125,0.197998046875,3244,0,0.981543116490166,0,24,14,128
"493",1005,13071,3313,0.79779052734375,0.20220947265625,13154,3230,0.8028564453125,0.1971435546875,3230,0,0.974947177784485,0,24,14,128
"494",1006,13097,3287,0.79937744140625,0.20062255859375,13167,3217,0.80364990234375,0.19635009765625,3217,0,0.978703985397019,0,24,14,128
"495",1007,13133,3251,0.80157470703125,0.19842529296875,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.977545370655183,0,24,14,128
"496",1008,13212,3172,0.806396484375,0.193603515625,13281,3103,0.81060791015625,0.18939208984375,3103,0,0.978247162673392,0,24,14,128
"497",1009,13125,3259,0.80108642578125,0.19891357421875,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.975145750230132,0,24,14,128
"498",1010,13171,3213,0.80389404296875,0.19610595703125,13245,3139,0.80841064453125,0.19158935546875,3139,0,0.976968565203859,0,24,14,128
"499",1011,13097,3287,0.79937744140625,0.20062255859375,13189,3195,0.80499267578125,0.19500732421875,3195,0,0.972010952236082,0,24,14,128
"500",1012,13123,3261,0.80096435546875,0.19903564453125,13210,3174,0.8062744140625,0.1937255859375,3174,0,0.973321067157314,0,24,14,128
"501",1013,13140,3244,0.802001953125,0.197998046875,13225,3159,0.80718994140625,0.19281005859375,3159,0,0.973797780517879,0,24,14,128
"502",1014,13078,3306,0.7982177734375,0.2017822265625,13133,3251,0.80157470703125,0.19842529296875,3251,0,0.983363581367211,0,24,14,128
"503",1015,13169,3215,0.80377197265625,0.19622802734375,13243,3141,0.80828857421875,0.19171142578125,3141,0,0.976982892690513,0,24,14,128
"504",1016,13114,3270,0.8004150390625,0.1995849609375,13179,3205,0.80438232421875,0.19561767578125,3205,0,0.980122324159021,0,24,14,128
"505",1017,13118,3266,0.8006591796875,0.1993408203125,13195,3189,0.80535888671875,0.19464111328125,3189,0,0.97642375995101,0,24,14,128
"506",1018,13149,3235,0.80255126953125,0.19744873046875,13227,3157,0.80731201171875,0.19268798828125,3157,0,0.975888717156105,0,24,14,128
"507",1019,13121,3263,0.80084228515625,0.19915771484375,13201,3183,0.80572509765625,0.19427490234375,3183,0,0.975482684646031,0,24,14,128
