"","ow","n_good","n_evil","p_good","p_evil","n_fwd","n_div","p_fwd","p_div","n_tp","n_fp","tpr","fpr","log2n","log2m","t"
"508",1020,13095,3289,0.79925537109375,0.20074462890625,13171,3213,0.80389404296875,0.19610595703125,3213,0,0.976892672544846,0,24,14,128
"509",1021,13119,3265,0.80072021484375,0.19927978515625,13221,3163,0.80694580078125,0.19305419921875,3163,0,0.968759571209801,0,24,14,128
"510",1022,13115,3269,0.80047607421875,0.19952392578125,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.970633221168553,0,24,14,128
"511",1023,13179,3205,0.80438232421875,0.19561767578125,13270,3114,0.8099365234375,0.1900634765625,3114,0,0.971606864274571,0,24,14,128
"512",1024,13111,3273,0.80023193359375,0.19976806640625,13171,3213,0.80389404296875,0.19610595703125,3213,0,0.98166819431714,0,24,14,128
"513",1025,13049,3335,0.79644775390625,0.20355224609375,13128,3256,0.80126953125,0.19873046875,3256,0,0.976311844077961,0,24,14,128
"514",1026,13198,3186,0.8055419921875,0.1944580078125,13276,3108,0.810302734375,0.189697265625,3108,0,0.975517890772128,0,24,14,128
"515",1027,13182,3202,0.8045654296875,0.1954345703125,13242,3142,0.8082275390625,0.1917724609375,3142,0,0.981261711430356,0,24,14,128
"516",1028,13043,3341,0.79608154296875,0.20391845703125,13122,3262,0.8009033203125,0.1990966796875,3262,0,0.976354384914696,0,24,14,128
"517",1029,13042,3342,0.7960205078125,0.2039794921875,13121,3263,0.80084228515625,0.19915771484375,3263,0,0.976361460203471,0,24,14,128
"518",1030,13141,3243,0.80206298828125,0.19793701171875,13209,3175,0.80621337890625,0.19378662109375,3175,0,0.979031760715387,0,24,14,128
"519",1031,13062,3322,0.7972412109375,0.2027587890625,13121,3263,0.80084228515625,0.19915771484375,3263,0,0.982239614689946,0,24,14,128
"520",1032,13152,3232,0.802734375,0.197265625,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.98174504950495,0,24,14,128
"521",1033,13130,3254,0.8013916015625,0.1986083984375,13202,3182,0.8057861328125,0.1942138671875,3182,0,0.977873386601106,0,24,14,128
"522",1034,13107,3277,0.79998779296875,0.20001220703125,13174,3210,0.8040771484375,0.1959228515625,3210,0,0.979554470552334,0,24,14,128
"523",1035,13117,3267,0.80059814453125,0.19940185546875,13183,3201,0.80462646484375,0.19537353515625,3201,0,0.97979797979798,0,24,14,128
"524",1036,13203,3181,0.80584716796875,0.19415283203125,13291,3093,0.81121826171875,0.18878173828125,3093,0,0.972335743476894,0,24,14,128
"525",1037,13115,3269,0.80047607421875,0.19952392578125,13205,3179,0.80596923828125,0.19403076171875,3179,0,0.972468644845519,0,24,14,128
"526",1038,13114,3270,0.8004150390625,0.1995849609375,13193,3191,0.80523681640625,0.19476318359375,3191,0,0.975840978593272,0,24,14,128
"527",1039,13103,3281,0.79974365234375,0.20025634765625,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.974702834501676,0,24,14,128
"528",1040,13054,3330,0.7967529296875,0.2032470703125,13151,3233,0.80267333984375,0.19732666015625,3233,0,0.970870870870871,0,24,14,128
"529",1041,13033,3351,0.79547119140625,0.20452880859375,13136,3248,0.8017578125,0.1982421875,3248,0,0.969262906595046,0,24,14,128
"530",1042,13136,3248,0.8017578125,0.1982421875,13244,3140,0.808349609375,0.191650390625,3140,0,0.966748768472906,0,24,14,128
"531",1043,13143,3241,0.80218505859375,0.19781494140625,13233,3151,0.80767822265625,0.19232177734375,3151,0,0.972230792965134,0,24,14,128
"532",1044,13141,3243,0.80206298828125,0.19793701171875,13225,3159,0.80718994140625,0.19281005859375,3159,0,0.974098057354302,0,24,14,128
"533",1045,13118,3266,0.8006591796875,0.1993408203125,13197,3187,0.80548095703125,0.19451904296875,3187,0,0.975811390079608,0,24,14,128
"534",1046,13157,3227,0.80303955078125,0.19696044921875,13219,3165,0.80682373046875,0.19317626953125,3165,0,0.980787108769755,0,24,14,128
"535",1047,13046,3338,0.7962646484375,0.2037353515625,13132,3252,0.801513671875,0.198486328125,3252,0,0.974236069502696,0,24,14,128
"536",1048,13114,3270,0.8004150390625,0.1995849609375,13193,3191,0.80523681640625,0.19476318359375,3191,0,0.975840978593272,0,24,14,128
"537",1049,13112,3272,0.80029296875,0.19970703125,13199,3185,0.80560302734375,0.19439697265625,3185,0,0.97341075794621,0,24,14,128
"538",1050,13043,3341,0.79608154296875,0.20391845703125,13133,3251,0.80157470703125,0.19842529296875,3251,0,0.973061957497755,0,24,14,128
"539",1051,13138,3246,0.8018798828125,0.1981201171875,13200,3184,0.8056640625,0.1943359375,3184,0,0.980899568699938,0,24,14,128
"540",1052,13085,3299,0.79864501953125,0.20135498046875,13172,3212,0.803955078125,0.196044921875,3212,0,0.97362837223401,0,24,14,128
"541",1053,13111,3273,0.80023193359375,0.19976806640625,13207,3177,0.80609130859375,0.19390869140625,3177,0,0.970669110907424,0,24,14,128
"542",1054,13117,3267,0.80059814453125,0.19940185546875,13200,3184,0.8056640625,0.1943359375,3184,0,0.974594429139884,0,24,14,128
"543",1055,12979,3405,0.79217529296875,0.20782470703125,13056,3328,0.796875,0.203125,3328,0,0.977386196769457,0,24,14,128
"544",1056,13073,3311,0.79791259765625,0.20208740234375,13161,3223,0.80328369140625,0.19671630859375,3223,0,0.973421926910299,0,24,14,128
"545",1057,13191,3193,0.80511474609375,0.19488525390625,13264,3120,0.8095703125,0.1904296875,3120,0,0.977137488255559,0,24,14,128
"546",1058,13135,3249,0.80169677734375,0.19830322265625,13219,3165,0.80682373046875,0.19317626953125,3165,0,0.974145891043398,0,24,14,128
"547",1059,13200,3184,0.8056640625,0.1943359375,13279,3105,0.81048583984375,0.18951416015625,3105,0,0.975188442211055,0,24,14,128
"548",1060,13094,3290,0.7991943359375,0.2008056640625,13177,3207,0.80426025390625,0.19573974609375,3207,0,0.974772036474164,0,24,14,128
"549",1061,13064,3320,0.79736328125,0.20263671875,13140,3244,0.802001953125,0.197998046875,3244,0,0.97710843373494,0,24,14,128
"550",1062,13095,3289,0.79925537109375,0.20074462890625,13149,3235,0.80255126953125,0.19744873046875,3235,0,0.983581635755549,0,24,14,128
"551",1063,13103,3281,0.79974365234375,0.20025634765625,13163,3221,0.80340576171875,0.19659423828125,3221,0,0.98171289241085,0,24,14,128
"552",1064,13141,3243,0.80206298828125,0.19793701171875,13201,3183,0.80572509765625,0.19427490234375,3183,0,0.98149861239593,0,24,14,128
"553",1065,13033,3351,0.79547119140625,0.20452880859375,13095,3289,0.79925537109375,0.20074462890625,3289,0,0.981498060280513,0,24,14,128
"554",1066,13170,3214,0.8038330078125,0.1961669921875,13229,3155,0.80743408203125,0.19256591796875,3155,0,0.981642812694462,0,24,14,128
"555",1067,13100,3284,0.799560546875,0.200439453125,13155,3229,0.80291748046875,0.19708251953125,3229,0,0.983252131546894,0,24,14,128
"556",1068,13117,3267,0.80059814453125,0.19940185546875,13173,3211,0.80401611328125,0.19598388671875,3211,0,0.982858891949801,0,24,14,128
"557",1069,13091,3293,0.79901123046875,0.20098876953125,13183,3201,0.80462646484375,0.19537353515625,3201,0,0.972061949590039,0,24,14,128
"558",1070,13031,3353,0.79534912109375,0.20465087890625,13116,3268,0.800537109375,0.199462890625,3268,0,0.974649567551446,0,24,14,128
"559",1071,13130,3254,0.8013916015625,0.1986083984375,13225,3159,0.80718994140625,0.19281005859375,3159,0,0.97080516287646,0,24,14,128
"560",1072,13158,3226,0.8031005859375,0.1968994140625,13229,3155,0.80743408203125,0.19256591796875,3155,0,0.977991320520769,0,24,14,128
"561",1073,13114,3270,0.8004150390625,0.1995849609375,13187,3197,0.80487060546875,0.19512939453125,3197,0,0.977675840978593,0,24,14,128
"562",1074,13129,3255,0.80133056640625,0.19866943359375,13196,3188,0.805419921875,0.194580078125,3188,0,0.979416282642089,0,24,14,128
"563",1075,12971,3413,0.79168701171875,0.20831298828125,13057,3327,0.79693603515625,0.20306396484375,3327,0,0.974802226779959,0,24,14,128
"564",1076,13067,3317,0.79754638671875,0.20245361328125,13138,3246,0.8018798828125,0.1981201171875,3246,0,0.978595116068737,0,24,14,128
"565",1077,13162,3222,0.8033447265625,0.1966552734375,13245,3139,0.80841064453125,0.19158935546875,3139,0,0.974239602731223,0,24,14,128
"566",1078,13179,3205,0.80438232421875,0.19561767578125,13245,3139,0.80841064453125,0.19158935546875,3139,0,0.979407176287051,0,24,14,128
"567",1079,13030,3354,0.7952880859375,0.2047119140625,13088,3296,0.798828125,0.201171875,3296,0,0.982707215265355,0,24,14,128
"568",1080,13093,3291,0.79913330078125,0.20086669921875,13157,3227,0.80303955078125,0.19696044921875,3227,0,0.980553023397144,0,24,14,128
"569",1081,13120,3264,0.80078125,0.19921875,13205,3179,0.80596923828125,0.19403076171875,3179,0,0.973958333333333,0,24,14,128
"570",1082,13073,3311,0.79791259765625,0.20208740234375,13153,3231,0.80279541015625,0.19720458984375,3231,0,0.975838115372999,0,24,14,128
"571",1083,13087,3297,0.79876708984375,0.20123291015625,13160,3224,0.80322265625,0.19677734375,3224,0,0.977858659387322,0,24,14,128
"572",1084,13119,3265,0.80072021484375,0.19927978515625,13193,3191,0.80523681640625,0.19476318359375,3191,0,0.977335375191424,0,24,14,128
"573",1085,13121,3263,0.80084228515625,0.19915771484375,13168,3216,0.8037109375,0.1962890625,3216,0,0.985596077229543,0,24,14,128
"574",1086,12998,3386,0.7933349609375,0.2066650390625,13076,3308,0.798095703125,0.201904296875,3308,0,0.976963969285292,0,24,14,128
"575",1087,13068,3316,0.797607421875,0.202392578125,13150,3234,0.8026123046875,0.1973876953125,3234,0,0.975271411338963,0,24,14,128
"576",1088,13080,3304,0.79833984375,0.20166015625,13159,3225,0.80316162109375,0.19683837890625,3225,0,0.976089588377724,0,24,14,128
"577",1089,13134,3250,0.8016357421875,0.1983642578125,13191,3193,0.80511474609375,0.19488525390625,3193,0,0.982461538461538,0,24,14,128
"578",1090,13095,3289,0.79925537109375,0.20074462890625,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.978716935238674,0,24,14,128
"579",1091,13134,3250,0.8016357421875,0.1983642578125,13204,3180,0.805908203125,0.194091796875,3180,0,0.978461538461538,0,24,14,128
"580",1092,13093,3291,0.79913330078125,0.20086669921875,13179,3205,0.80438232421875,0.19561767578125,3205,0,0.973868125189912,0,24,14,128
"581",1093,13145,3239,0.80230712890625,0.19769287109375,13220,3164,0.806884765625,0.193115234375,3164,0,0.976844705155912,0,24,14,128
"582",1094,13045,3339,0.79620361328125,0.20379638671875,13119,3265,0.80072021484375,0.19927978515625,3265,0,0.977837675950883,0,24,14,128
"583",1095,13125,3259,0.80108642578125,0.19891357421875,13220,3164,0.806884765625,0.193115234375,3164,0,0.970849953973612,0,24,14,128
"584",1096,13186,3198,0.8048095703125,0.1951904296875,13259,3125,0.80926513671875,0.19073486328125,3125,0,0.977173233270794,0,24,14,128
"585",1097,13148,3236,0.802490234375,0.197509765625,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.982076637824475,0,24,14,128
"586",1098,13149,3235,0.80255126953125,0.19744873046875,13215,3169,0.80657958984375,0.19342041015625,3169,0,0.979598145285935,0,24,14,128
"587",1099,13202,3182,0.8057861328125,0.1942138671875,13262,3122,0.8094482421875,0.1905517578125,3122,0,0.981143934632307,0,24,14,128
"588",1100,13120,3264,0.80078125,0.19921875,13192,3192,0.80517578125,0.19482421875,3192,0,0.977941176470588,0,24,14,128
"589",1101,13138,3246,0.8018798828125,0.1981201171875,13228,3156,0.807373046875,0.192626953125,3156,0,0.972273567467652,0,24,14,128
"590",1102,13128,3256,0.80126953125,0.19873046875,13191,3193,0.80511474609375,0.19488525390625,3193,0,0.980651105651106,0,24,14,128
"591",1103,13172,3212,0.803955078125,0.196044921875,13256,3128,0.80908203125,0.19091796875,3128,0,0.973848069738481,0,24,14,128
"592",1104,13124,3260,0.801025390625,0.198974609375,13221,3163,0.80694580078125,0.19305419921875,3163,0,0.970245398773006,0,24,14,128
"593",1105,13144,3240,0.80224609375,0.19775390625,13208,3176,0.80615234375,0.19384765625,3176,0,0.980246913580247,0,24,14,128
"594",1106,13077,3307,0.79815673828125,0.20184326171875,13152,3232,0.802734375,0.197265625,3232,0,0.977320834593287,0,24,14,128
"595",1107,13074,3310,0.7979736328125,0.2020263671875,13144,3240,0.80224609375,0.19775390625,3240,0,0.978851963746224,0,24,14,128
"596",1108,13153,3231,0.80279541015625,0.19720458984375,13227,3157,0.80731201171875,0.19268798828125,3157,0,0.977096874032807,0,24,14,128
"597",1109,13113,3271,0.80035400390625,0.19964599609375,13202,3182,0.8057861328125,0.1942138671875,3182,0,0.972791195353103,0,24,14,128
"598",1110,13095,3289,0.79925537109375,0.20074462890625,13196,3188,0.805419921875,0.194580078125,3188,0,0.96929157798723,0,24,14,128
"599",1111,13158,3226,0.8031005859375,0.1968994140625,13242,3142,0.8082275390625,0.1917724609375,3142,0,0.973961562306262,0,24,14,128
"600",1112,13093,3291,0.79913330078125,0.20086669921875,13162,3222,0.8033447265625,0.1966552734375,3222,0,0.979033728350046,0,24,14,128
"601",1113,13169,3215,0.80377197265625,0.19622802734375,13252,3132,0.808837890625,0.191162109375,3132,0,0.974183514774495,0,24,14,128
"602",1114,13086,3298,0.7987060546875,0.2012939453125,13152,3232,0.802734375,0.197265625,3232,0,0.979987871437235,0,24,14,128
"603",1115,13123,3261,0.80096435546875,0.19903564453125,13185,3199,0.80474853515625,0.19525146484375,3199,0,0.98098742716958,0,24,14,128
"604",1116,13111,3273,0.80023193359375,0.19976806640625,13185,3199,0.80474853515625,0.19525146484375,3199,0,0.97739077299114,0,24,14,128
"605",1117,13090,3294,0.7989501953125,0.2010498046875,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.977231329690346,0,24,14,128
"606",1118,13124,3260,0.801025390625,0.198974609375,13194,3190,0.8052978515625,0.1947021484375,3190,0,0.978527607361963,0,24,14,128
"607",1119,13112,3272,0.80029296875,0.19970703125,13204,3180,0.805908203125,0.194091796875,3180,0,0.971882640586797,0,24,14,128
"608",1120,13142,3242,0.8021240234375,0.1978759765625,13199,3185,0.80560302734375,0.19439697265625,3185,0,0.982418260333128,0,24,14,128
"609",1121,13012,3372,0.794189453125,0.205810546875,13071,3313,0.79779052734375,0.20220947265625,3313,0,0.982502965599051,0,24,14,128
"610",1122,13109,3275,0.80010986328125,0.19989013671875,13182,3202,0.8045654296875,0.1954345703125,3202,0,0.977709923664122,0,24,14,128
"611",1123,13047,3337,0.79632568359375,0.20367431640625,13120,3264,0.80078125,0.19921875,3264,0,0.978124063530117,0,24,14,128
"612",1124,13111,3273,0.80023193359375,0.19976806640625,13177,3207,0.80426025390625,0.19573974609375,3207,0,0.979835013748854,0,24,14,128
"613",1125,13135,3249,0.80169677734375,0.19830322265625,13209,3175,0.80621337890625,0.19378662109375,3175,0,0.977223761157279,0,24,14,128
"614",1126,13038,3346,0.7957763671875,0.2042236328125,13113,3271,0.80035400390625,0.19964599609375,3271,0,0.977585176329946,0,24,14,128
"615",1127,13162,3222,0.8033447265625,0.1966552734375,13229,3155,0.80743408203125,0.19256591796875,3155,0,0.979205462445686,0,24,14,128
"616",1128,13084,3300,0.798583984375,0.201416015625,13161,3223,0.80328369140625,0.19671630859375,3223,0,0.976666666666667,0,24,14,128
"617",1129,13150,3234,0.8026123046875,0.1973876953125,13222,3162,0.8070068359375,0.1929931640625,3162,0,0.977736549165121,0,24,14,128
"618",1130,13088,3296,0.798828125,0.201171875,13164,3220,0.803466796875,0.196533203125,3220,0,0.976941747572815,0,24,14,128
"619",1131,13106,3278,0.7999267578125,0.2000732421875,13167,3217,0.80364990234375,0.19635009765625,3217,0,0.981391092129347,0,24,14,128
"620",1132,13161,3223,0.80328369140625,0.19671630859375,13252,3132,0.808837890625,0.191162109375,3132,0,0.971765435929258,0,24,14,128
"621",1133,13122,3262,0.8009033203125,0.1990966796875,13177,3207,0.80426025390625,0.19573974609375,3207,0,0.983139178418148,0,24,14,128
"622",1134,13127,3257,0.80120849609375,0.19879150390625,13193,3191,0.80523681640625,0.19476318359375,3191,0,0.979735953331286,0,24,14,128
"623",1135,12992,3392,0.79296875,0.20703125,13066,3318,0.7974853515625,0.2025146484375,3318,0,0.978183962264151,0,24,14,128
"624",1136,13082,3302,0.7984619140625,0.2015380859375,13161,3223,0.80328369140625,0.19671630859375,3223,0,0.976075105996366,0,24,14,128
"625",1137,13148,3236,0.802490234375,0.197509765625,13208,3176,0.80615234375,0.19384765625,3176,0,0.981458590852905,0,24,14,128
"626",1138,13133,3251,0.80157470703125,0.19842529296875,13210,3174,0.8062744140625,0.1937255859375,3174,0,0.976314980006152,0,24,14,128
"627",1139,13160,3224,0.80322265625,0.19677734375,13221,3163,0.80694580078125,0.19305419921875,3163,0,0.981079404466501,0,24,14,128
"628",1140,13130,3254,0.8013916015625,0.1986083984375,13191,3193,0.80511474609375,0.19488525390625,3193,0,0.981253841425937,0,24,14,128
"629",1141,13084,3300,0.798583984375,0.201416015625,13156,3228,0.802978515625,0.197021484375,3228,0,0.978181818181818,0,24,14,128
"630",1142,13124,3260,0.801025390625,0.198974609375,13205,3179,0.80596923828125,0.19403076171875,3179,0,0.975153374233129,0,24,14,128
"631",1143,13082,3302,0.7984619140625,0.2015380859375,13154,3230,0.8028564453125,0.1971435546875,3230,0,0.978195033313144,0,24,14,128
"632",1144,13152,3232,0.802734375,0.197265625,13220,3164,0.806884765625,0.193115234375,3164,0,0.978960396039604,0,24,14,128
"633",1145,13095,3289,0.79925537109375,0.20074462890625,13152,3232,0.802734375,0.197265625,3232,0,0.982669504408635,0,24,14,128
"634",1146,13121,3263,0.80084228515625,0.19915771484375,13186,3198,0.8048095703125,0.1951904296875,3198,0,0.9800796812749,0,24,14,128
"635",1147,13262,3122,0.8094482421875,0.1905517578125,13329,3055,0.81353759765625,0.18646240234375,3055,0,0.978539397821909,0,24,14,128
"636",1148,13209,3175,0.80621337890625,0.19378662109375,13301,3083,0.81182861328125,0.18817138671875,3083,0,0.971023622047244,0,24,14,128
"637",1149,13150,3234,0.8026123046875,0.1973876953125,13212,3172,0.806396484375,0.193603515625,3172,0,0.980828695114409,0,24,14,128
"638",1150,13187,3197,0.80487060546875,0.19512939453125,13241,3143,0.80816650390625,0.19183349609375,3143,0,0.983109164842039,0,24,14,128
"639",1151,13087,3297,0.79876708984375,0.20123291015625,13173,3211,0.80401611328125,0.19598388671875,3211,0,0.97391568092205,0,24,14,128
"640",1152,13174,3210,0.8040771484375,0.1959228515625,13234,3150,0.8077392578125,0.1922607421875,3150,0,0.981308411214953,0,24,14,128
"641",1153,13099,3285,0.79949951171875,0.20050048828125,13152,3232,0.802734375,0.197265625,3232,0,0.983866057838661,0,24,14,128
"642",1154,13090,3294,0.7989501953125,0.2010498046875,13169,3215,0.80377197265625,0.19622802734375,3215,0,0.976017000607165,0,24,14,128
"643",1155,13083,3301,0.79852294921875,0.20147705078125,13149,3235,0.80255126953125,0.19744873046875,3235,0,0.98000605877007,0,24,14,128
"644",1156,13150,3234,0.8026123046875,0.1973876953125,13221,3163,0.80694580078125,0.19305419921875,3163,0,0.978045763760049,0,24,14,128
"645",1157,13112,3272,0.80029296875,0.19970703125,13193,3191,0.80523681640625,0.19476318359375,3191,0,0.975244498777506,0,24,14,128
"646",1158,13097,3287,0.79937744140625,0.20062255859375,13182,3202,0.8045654296875,0.1954345703125,3202,0,0.97414055369638,0,24,14,128
"647",1159,13067,3317,0.79754638671875,0.20245361328125,13128,3256,0.80126953125,0.19873046875,3256,0,0.981609888453422,0,24,14,128
"648",1160,13131,3253,0.80145263671875,0.19854736328125,13190,3194,0.8050537109375,0.1949462890625,3194,0,0.981862895788503,0,24,14,128
"649",1161,13293,3091,0.81134033203125,0.18865966796875,13350,3034,0.8148193359375,0.1851806640625,3034,0,0.981559365901003,0,24,14,128
"650",1162,13032,3352,0.79541015625,0.20458984375,13097,3287,0.79937744140625,0.20062255859375,3287,0,0.980608591885442,0,24,14,128
"651",1163,13061,3323,0.79718017578125,0.20281982421875,13128,3256,0.80126953125,0.19873046875,3256,0,0.979837496238339,0,24,14,128
"652",1164,13102,3282,0.7996826171875,0.2003173828125,13159,3225,0.80316162109375,0.19683837890625,3225,0,0.982632541133455,0,24,14,128
"653",1165,13107,3277,0.79998779296875,0.20001220703125,13178,3206,0.8043212890625,0.1956787109375,3206,0,0.978333841928593,0,24,14,128
"654",1166,13127,3257,0.80120849609375,0.19879150390625,13202,3182,0.8057861328125,0.1942138671875,3182,0,0.976972674240098,0,24,14,128
"655",1167,13182,3202,0.8045654296875,0.1954345703125,13257,3127,0.80914306640625,0.19085693359375,3127,0,0.976577139287945,0,24,14,128
"656",1168,13281,3103,0.81060791015625,0.18939208984375,13351,3033,0.81488037109375,0.18511962890625,3033,0,0.977441185949082,0,24,14,128
"657",1169,13167,3217,0.80364990234375,0.19635009765625,13238,3146,0.8079833984375,0.1920166015625,3146,0,0.97792974821262,0,24,14,128
"658",1170,13166,3218,0.8035888671875,0.1964111328125,13226,3158,0.8072509765625,0.1927490234375,3158,0,0.981354878806712,0,24,14,128
"659",1171,13093,3291,0.79913330078125,0.20086669921875,13164,3220,0.803466796875,0.196533203125,3220,0,0.978426010331206,0,24,14,128
"660",1172,13117,3267,0.80059814453125,0.19940185546875,13183,3201,0.80462646484375,0.19537353515625,3201,0,0.97979797979798,0,24,14,128
"661",1173,13194,3190,0.8052978515625,0.1947021484375,13260,3124,0.809326171875,0.190673828125,3124,0,0.979310344827586,0,24,14,128
"662",1174,13111,3273,0.80023193359375,0.19976806640625,13165,3219,0.80352783203125,0.19647216796875,3219,0,0.983501374885426,0,24,14,128
"663",1175,13055,3329,0.79681396484375,0.20318603515625,13123,3261,0.80096435546875,0.19903564453125,3261,0,0.979573445479123,0,24,14,128
"664",1176,13151,3233,0.80267333984375,0.19732666015625,13226,3158,0.8072509765625,0.1927490234375,3158,0,0.976801732137334,0,24,14,128
"665",1177,13088,3296,0.798828125,0.201171875,13156,3228,0.802978515625,0.197021484375,3228,0,0.979368932038835,0,24,14,128
"666",1178,13141,3243,0.80206298828125,0.19793701171875,13211,3173,0.80633544921875,0.19366455078125,3173,0,0.978415047795251,0,24,14,128
"667",1179,13150,3234,0.8026123046875,0.1973876953125,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.982683982683983,0,24,14,128
"668",1180,13037,3347,0.79571533203125,0.20428466796875,13091,3293,0.79901123046875,0.20098876953125,3293,0,0.983866148789961,0,24,14,128
"669",1181,13118,3266,0.8006591796875,0.1993408203125,13183,3201,0.80462646484375,0.19537353515625,3201,0,0.980097979179424,0,24,14,128
"670",1182,13157,3227,0.80303955078125,0.19696044921875,13234,3150,0.8077392578125,0.1922607421875,3150,0,0.976138828633406,0,24,14,128
"671",1183,13052,3332,0.796630859375,0.203369140625,13116,3268,0.800537109375,0.199462890625,3268,0,0.980792316926771,0,24,14,128
"672",1184,13081,3303,0.79840087890625,0.20159912109375,13145,3239,0.80230712890625,0.19769287109375,3239,0,0.980623675446564,0,24,14,128
"673",1185,13047,3337,0.79632568359375,0.20367431640625,13119,3265,0.80072021484375,0.19927978515625,3265,0,0.978423733892718,0,24,14,128
"674",1186,13136,3248,0.8017578125,0.1982421875,13195,3189,0.80535888671875,0.19464111328125,3189,0,0.981834975369458,0,24,14,128
"675",1187,13177,3207,0.80426025390625,0.19573974609375,13243,3141,0.80828857421875,0.19171142578125,3141,0,0.979420018709074,0,24,14,128
"676",1188,13079,3305,0.79827880859375,0.20172119140625,13158,3226,0.8031005859375,0.1968994140625,3226,0,0.976096822995461,0,24,14,128
"677",1189,13105,3279,0.79986572265625,0.20013427734375,13172,3212,0.803955078125,0.196044921875,3212,0,0.979566941140592,0,24,14,128
"678",1190,13172,3212,0.803955078125,0.196044921875,13240,3144,0.80810546875,0.19189453125,3144,0,0.978829389788294,0,24,14,128
"679",1191,13087,3297,0.79876708984375,0.20123291015625,13161,3223,0.80328369140625,0.19671630859375,3223,0,0.977555353351532,0,24,14,128
"680",1192,13081,3303,0.79840087890625,0.20159912109375,13143,3241,0.80218505859375,0.19781494140625,3241,0,0.981229185588859,0,24,14,128
"681",1193,13155,3229,0.80291748046875,0.19708251953125,13209,3175,0.80621337890625,0.19378662109375,3175,0,0.983276556209353,0,24,14,128
"682",1194,13052,3332,0.796630859375,0.203369140625,13105,3279,0.79986572265625,0.20013427734375,3279,0,0.984093637454982,0,24,14,128
"683",1195,13166,3218,0.8035888671875,0.1964111328125,13236,3148,0.807861328125,0.192138671875,3148,0,0.978247358607831,0,24,14,128
"684",1196,13116,3268,0.800537109375,0.199462890625,13183,3201,0.80462646484375,0.19537353515625,3201,0,0.979498164014688,0,24,14,128
"685",1197,13065,3319,0.79742431640625,0.20257568359375,13125,3259,0.80108642578125,0.19891357421875,3259,0,0.981922265742694,0,24,14,128
"686",1198,13143,3241,0.80218505859375,0.19781494140625,13224,3160,0.80712890625,0.19287109375,3160,0,0.975007713668621,0,24,14,128
"687",1199,13158,3226,0.8031005859375,0.1968994140625,13210,3174,0.8062744140625,0.1937255859375,3174,0,0.983880967141971,0,24,14,128
"688",1200,13120,3264,0.80078125,0.19921875,13169,3215,0.80377197265625,0.19622802734375,3215,0,0.984987745098039,0,24,14,128
"689",1201,13081,3303,0.79840087890625,0.20159912109375,13152,3232,0.802734375,0.197265625,3232,0,0.978504389948532,0,24,14,128
"690",1202,13069,3315,0.79766845703125,0.20233154296875,13147,3237,0.80242919921875,0.19757080078125,3237,0,0.976470588235294,0,24,14,128
"691",1203,13067,3317,0.79754638671875,0.20245361328125,13141,3243,0.80206298828125,0.19793701171875,3243,0,0.977690684353331,0,24,14,128
"692",1204,13107,3277,0.79998779296875,0.20001220703125,13184,3200,0.8046875,0.1953125,3200,0,0.976502898992981,0,24,14,128
"693",1205,13166,3218,0.8035888671875,0.1964111328125,13236,3148,0.807861328125,0.192138671875,3148,0,0.978247358607831,0,24,14,128
"694",1206,13106,3278,0.7999267578125,0.2000732421875,13187,3197,0.80487060546875,0.19512939453125,3197,0,0.975289810860281,0,24,14,128
"695",1207,13078,3306,0.7982177734375,0.2017822265625,13148,3236,0.802490234375,0.197509765625,3236,0,0.978826376285541,0,24,14,128
"696",1208,13191,3193,0.80511474609375,0.19488525390625,13267,3117,0.80975341796875,0.19024658203125,3117,0,0.97619793297839,0,24,14,128
"697",1209,13099,3285,0.79949951171875,0.20050048828125,13179,3205,0.80438232421875,0.19561767578125,3205,0,0.975646879756469,0,24,14,128
"698",1210,13040,3344,0.7958984375,0.2041015625,13098,3286,0.7994384765625,0.2005615234375,3286,0,0.982655502392344,0,24,14,128
"699",1211,13089,3295,0.79888916015625,0.20111083984375,13152,3232,0.802734375,0.197265625,3232,0,0.980880121396055,0,24,14,128
"700",1212,13106,3278,0.7999267578125,0.2000732421875,13171,3213,0.80389404296875,0.19610595703125,3213,0,0.980170835875534,0,24,14,128
"701",1213,13051,3333,0.79656982421875,0.20343017578125,13115,3269,0.80047607421875,0.19952392578125,3269,0,0.980798079807981,0,24,14,128
"702",1214,13137,3247,0.80181884765625,0.19818115234375,13207,3177,0.80609130859375,0.19390869140625,3177,0,0.978441638435479,0,24,14,128
"703",1215,13151,3233,0.80267333984375,0.19732666015625,13206,3178,0.8060302734375,0.1939697265625,3178,0,0.982987936900711,0,24,14,128
"704",1216,13072,3312,0.7978515625,0.2021484375,13148,3236,0.802490234375,0.197509765625,3236,0,0.977053140096618,0,24,14,128
"705",1217,13086,3298,0.7987060546875,0.2012939453125,13155,3229,0.80291748046875,0.19708251953125,3229,0,0.979078229229836,0,24,14,128
"706",1218,13082,3302,0.7984619140625,0.2015380859375,13148,3236,0.802490234375,0.197509765625,3236,0,0.980012113870382,0,24,14,128
